,Var1,Freq
153,Human papillomavirus type 35,15
154,Human papillomavirus type 42,15
165,Human rotavirus C,15
185,Influenza C virus (C/Yamagata/1/88),15
196,Lactococcus lactis phage phi 197,15
226,Murine polyomavirus strain A2 MB40,15
242,Peanut stunt virus,15
243,Pepper mottle virus,15
252,Porcine rotavirus C,15
256,Potato virus T,15
259,Puumala orthohantavirus,15
264,Raspberry bushy dwarf virus,15
272,Rotavirus,15
286,Simian-Human immunodeficiency virus,15
288,Simian rotavirus,15
305,Tobacco mosaic virus,15
306,Tobacco yellow dwarf virus,15
320,Western equine encephalitis virus,15
15,Avian retrovirus,13
37,Bovine orthopneumovirus,13
135,Human betaherpesvirus 6,13
146,Human orthopneumovirus,13
266,Red clover mottle virus,13
14,Avian myeloblastosis virus,12
49,Cauliflower mosaic virus,12
65,Cymbidium mosaic virus,12
133,Human astrovirus 1,12
162,Human rotavirus,12
202,Lymantria dispar multiple nucleopolyhedrovirus,12
223,Murine adenovirus 1,12
304,Tick and insect-borne orbivirus,12
50,Cherry leaf roll virus,11
314,Uukuniemi virus,11
7,Apple stem grooving virus,10
27,Bombyx mori nucleopolyhedrovirus,10
52,Chimeric Tick-borne encephalitis virus/Dengue virus 4,10
53,Choristoneura fumiferana multiple nucleopolyhedrovirus,10
54,Clostridium phage d-16 phi,10
63,Coxsackievirus B4,10
66,Cymbidium ringspot virus,10
73,Ectromelia virus,10
75,Enterobacteria phage alpha3,10
84,Erysimum latent virus,10
88,Escherichia virus Lambda,10
94,Escherichia virus T5,10
100,Flavivirus sp.,10
102,Foot-and-mouth disease virus - type O,10
103,Foot-and-mouth disease virus C-S8c1,10
164,Human rotavirus AU-1,10
174,Influenza A virus (A/equine/Detroit/1/64(H7N7)),10
175,Influenza A virus (A/Finland/158/1991(H1N1)),10
176,Influenza A virus (A/fowl/Weybridge(H7N7)),10
188,Jaagsiekte sheep retrovirus,10
192,Junonia coenia densovirus,10
195,Lactobacillus phage phiadh,10
201,Leishmania RNA virus 1 - 1,10
204,Macaca mulatta polyomavirus 1,10
215,Mengo virus,10
217,Micromys minutus papillomavirus 1,10
218,Molluscum contagiosum virus subtype 1,10
228,Mycobacterium phage FRAT1,10
232,Negishi virus,10
240,Parsnip yellow fleck virus,10
254,Potato virus A,10
273,Rotavirus A,10
274,Rotavirus B,10
276,Rotavirus sp.,10
285,Shigella virus Sf6,10
294,Spodoptera exigua multiple nucleopolyhedrovirus,10
303,Tick-borne encephalitis virus,10
323,Zucchini yellow mosaic virus,10
17,Bacillus virus SPO1,9
140,Human coronavirus OC43,9
190,JC polyomavirus,9
281,Salmonella virus P22,9
311,Turnip yellow mosaic virus,9
43,Calopogonium golden mosaic virus,7
101,Foot-and-mouth disease virus,7
1,African horse sickness virus,6
11,Avian erythroblastosis virus,6
19,Barley stripe mosaic virus,6
28,Border disease virus strain 137/4,6
36,Bovine immunodeficiency virus,6
41,Broad bean mottle virus,6
42,Cabbage leaf curl virus,6
44,Camelpox virus,6
59,Cowpea severe mosaic virus,6
71,Dugbe orthonairovirus,6
74,Encephalomyocarditis virus,6
79,Epizootic hemorrhagic disease virus,6
81,Equid alphaherpesvirus 4,6
82,Equid gammaherpesvirus 5,6
92,Escherichia virus P2,6
110,Frog erythrocytic virus,6
116,Ground squirrel hepatitis virus,6
142,Human herpesvirus 4 type 2,6
151,Human papillomavirus type 20,6
155,Human papillomavirus type 60,6
157,Human poliovirus 1,6
158,Human poliovirus 2,6
159,Human poliovirus 3,6
168,Hyphantria cunea nucleopolyhedrovirus,6
180,Influenza A virus (A/Swine/Indiana/1726/1988(H1N1)),6
182,Influenza A virus (A/Udorn/307/1972(H3N2)),6
183,Influenza A virus (A/Xianfeng/3/1989(H1N2)),6
198,Lactococcusphage phi7-9,6
199,Lagos bat lyssavirus,6
206,Machupo mammarenavirus,6
207,Maize streak virus - A[Nigeria1],6
208,Maize stripe tenuivirus,6
210,Mammalian orthoreovirus 2 D5/Jones,6
234,Orgyia pseudotsugata single capsid nuclopolyhedrovirus,6
239,Paramecium bursaria Chlorella virus NC1A,6
245,Physalis mottle virus,6
247,Pneumonia virus of mice 15,6
269,Rice stripe tenuivirus,6
278,Saccharomyces 23S RNA narnavirus,6
280,Salmonella phage 5,6
292,Spleen focus-forming virus,6
293,Spleen necrosis virus,6
295,Strawberry mild yellow edge virus,6
296,Streptococcus phage EJ-1,6
299,Sweet clover necrotic mosaic virus,6
300,Sweet potato feathery mottle virus,6
302,Thogoto thogotovirus,6
307,Tomato mottle virus-[Florida],6
312,unidentified entomopoxvirus,6
317,Variola virus,6
319,Viral hemorrhagic septicemia virus,6
322,Zaire ebolavirus,6
46,Canine adenovirus 1,4
12,Avian leukosis virus - RSA,3
21,Barley yellow dwarf virus PAV,3
40,Bovine viral diarrhea virus 1-SD1,3
45,Campoletis sonorensis ichnovirus,3
48,Carnation ringspot virus,3
58,Cowpea chlorotic mottle virus,3
67,Deltapapillomavirus 4,3
70,Dhori thogotovirus,3
76,Enterobacteria phage P7,3
77,Enterobacteria phage RB69,3
85,Escherichia virus 186,3
86,Escherichia virus HK022,3
95,Feldmannia species virus,3
106,Fowl aviadenovirus 10,3
111,Frog virus 3,3
114,Grapevine fanleaf virus,3
117,Hazara virus,3
121,Hepatitis C virus subtype 1a,3
126,Human adenovirus 11,3
127,Human adenovirus 16,3
128,Human adenovirus 21,3
129,Human adenovirus 41,3
137,Human betaherpesvirus 6B,3
179,Influenza A virus (A/swine/29/1937(H1N1)),3
191,JDV virus,3
197,Lactococcus phage phiUS3,3
200,Langat virus,3
209,Mammalian orthoreovirus 1 Lang,3
229,Mycobacterium virus L5,3
233,Nudaurelia capensis omega virus,3
241,Pea early-browning virus,3
255,Potato virus S,3
267,Reovirus sp.,3
297,Streptomyces phage R4,3
321,Woodchuck hepatitis virus,3
24,Bean common mosaic virus,2
246,Piry virus,2
57,Corynephage beta,1
169,Ictalurid herpesvirus 1,1
181,Influenza A virus (A/turkey/Wisconsin/1968(H5N9)),1
282,San Miguel sea lion virus,1
,Dengue virus 3,0
,West Nile virus,0
