Auth1,Auth2
"Ness,T.L.","Moyer,D."
"Ness,T.L.","McFadden,G."
"Liu,L.","Lusac,A.R."
"Liu,L.","Kung,H."
"Liu,L.","Moyer,D."
"Liu,L.","McFadden,G."
"Lusac,A.R.","Kung,H."
"Lusac,A.R.","Moyer,D."
"Lusac,A.R.","McFadden,G."
"Kung,H.","Moyer,D."
"Kung,H.","McFadden,G."
"Moyer,D.","McFadden,G."
"Wong,S.M.","Mahtani,P.H."
"Wong,S.M.","Lee,K.C."
"Wong,S.M.","Yu,H.H."
"Wong,S.M.","Chng,C.G."
"Mahtani,P.H.","Lee,K.C."
"Mahtani,P.H.","Yu,H.H."
"Mahtani,P.H.","Chng,C.G."
"Lee,K.C.","Yu,H.H."
"Lee,K.C.","Chng,C.G."
"Yu,H.H.","Chng,C.G."
"Lukashevich,I.","Djavani,M."
"Lukashevich,I.","Shapiro,K."
"Lukashevich,I.","Sanchez,A."
"Lukashevich,I.","Ravkov,E."
"Lukashevich,I.","Nichol,S."
"Lukashevich,I.","Salvato,M.S."
"Djavani,M.","Shapiro,K."
"Djavani,M.","Sanchez,A."
"Djavani,M.","Ravkov,E."
"Djavani,M.","Nichol,S."
"Djavani,M.","Salvato,M.S."
"Shapiro,K.","Sanchez,A."
"Shapiro,K.","Ravkov,E."
"Shapiro,K.","Nichol,S."
"Shapiro,K.","Salvato,M.S."
"Sanchez,A.","Ravkov,E."
"Sanchez,A.","Nichol,S."
"Sanchez,A.","Salvato,M.S."
"Ravkov,E.","Nichol,S."
"Ravkov,E.","Salvato,M.S."
"Nichol,S.","Salvato,M.S."
"Gilbert,S.A.","Larochelle,R."
"Gilbert,S.A.","Magar,R."
"Gilbert,S.A.","Cho,H.J."
"Gilbert,S.A.","Deregt,D."
"Larochelle,R.","Magar,R."
"Larochelle,R.","Cho,H.J."
"Larochelle,R.","Deregt,D."
"Magar,R.","Cho,H.J."
"Magar,R.","Deregt,D."
"Cho,H.J.","Deregt,D."
"Seipp,S.","Wahl,R."
"Seipp,S.","Mueller,H.M."
"Seipp,S.","Theilmann,L."
"Seipp,S.","Goeser,T."
"Wahl,R.","Mueller,H.M."
"Wahl,R.","Theilmann,L."
"Wahl,R.","Goeser,T."
"Mueller,H.M.","Theilmann,L."
"Mueller,H.M.","Goeser,T."
"Theilmann,L.","Goeser,T."
"Hua,J.","Caffrey,J.J."
"Hua,J.","Cullen,B.R."
"Caffrey,J.J.","Cullen,B.R."
"Wang,H.-L.","Yan,Z.-Y."
"Wang,H.-L.","Hou,Y.-D."
"Wang,H.-L.","Jin,D.-Y."
"Yan,Z.-Y.","Hou,Y.-D."
"Yan,Z.-Y.","Jin,D.-Y."
"Hou,Y.-D.","Jin,D.-Y."
"Chebloune,Y.","Karr,B.M."
"Chebloune,Y.","Leung,K.K."
"Chebloune,Y.","Narayan,O."
"Karr,B.M.","Leung,K.K."
"Karr,B.M.","Narayan,O."
"Leung,K.K.","Narayan,O."
"Zacharova,V.","Becker,M.L.B."
"Zacharova,V.","Zachar,V."
"Zacharova,V.","Ebbesen,P."
"Zacharova,V.","Goustin,A.S."
"Becker,M.L.B.","Zachar,V."
"Becker,M.L.B.","Ebbesen,P."
"Becker,M.L.B.","Goustin,A.S."
"Zachar,V.","Ebbesen,P."
"Zachar,V.","Goustin,A.S."
"Ebbesen,P.","Goustin,A.S."
"Pang,S.","Vinters,H.V."
"Pang,S.","Akashi,T."
"Pang,S.","O'Brien,W.A."
"Pang,S.","Chen,I.S."
"Pang,S.","Koyanagi,Y."
"Pang,S.","Namazie,A."
"Pang,S.","Zhao,J."
"Pang,S.","Diagne,A."
"Pang,S.","Idler,K."
"Vinters,H.V.","Akashi,T."
"Vinters,H.V.","O'Brien,W.A."
"Vinters,H.V.","Chen,I.S."
"Vinters,H.V.","Koyanagi,Y."
"Vinters,H.V.","Namazie,A."
"Vinters,H.V.","Zhao,J."
"Vinters,H.V.","Diagne,A."
"Vinters,H.V.","Idler,K."
"Akashi,T.","O'Brien,W.A."
"Akashi,T.","Chen,I.S."
"Akashi,T.","Koyanagi,Y."
"Akashi,T.","Namazie,A."
"Akashi,T.","Zhao,J."
"Akashi,T.","Diagne,A."
"Akashi,T.","Idler,K."
"O'Brien,W.A.","Chen,I.S."
"O'Brien,W.A.","Koyanagi,Y."
"O'Brien,W.A.","Namazie,A."
"O'Brien,W.A.","Zhao,J."
"O'Brien,W.A.","Diagne,A."
"O'Brien,W.A.","Idler,K."
"Chen,I.S.","Koyanagi,Y."
"Chen,I.S.","Namazie,A."
"Chen,I.S.","Zhao,J."
"Chen,I.S.","Diagne,A."
"Chen,I.S.","Idler,K."
"Koyanagi,Y.","Namazie,A."
"Koyanagi,Y.","Zhao,J."
"Koyanagi,Y.","Diagne,A."
"Koyanagi,Y.","Idler,K."
"Namazie,A.","Zhao,J."
"Namazie,A.","Diagne,A."
"Namazie,A.","Idler,K."
"Zhao,J.","Diagne,A."
"Zhao,J.","Idler,K."
"Diagne,A.","Idler,K."
"Chebloune,Y.","Karr,B.M."
"Chebloune,Y.","Leung,K.K."
"Chebloune,Y.","Narayan,O."
"Karr,B.M.","Leung,K.K."
"Karr,B.M.","Narayan,O."
"Leung,K.K.","Narayan,O."
"Erker,J.C.","Simons,J.N."
"Erker,J.C.","Muerhoff,A.S."
"Erker,J.C.","Leary,T.P."
"Erker,J.C.","Chalmers,M.L."
"Erker,J.C.","Desai,S.M."
"Erker,J.C.","Mushahwar,I.K."
"Simons,J.N.","Muerhoff,A.S."
"Simons,J.N.","Leary,T.P."
"Simons,J.N.","Chalmers,M.L."
"Simons,J.N.","Desai,S.M."
"Simons,J.N.","Mushahwar,I.K."
"Muerhoff,A.S.","Leary,T.P."
"Muerhoff,A.S.","Chalmers,M.L."
"Muerhoff,A.S.","Desai,S.M."
"Muerhoff,A.S.","Mushahwar,I.K."
"Leary,T.P.","Chalmers,M.L."
"Leary,T.P.","Desai,S.M."
"Leary,T.P.","Mushahwar,I.K."
"Chalmers,M.L.","Desai,S.M."
"Chalmers,M.L.","Mushahwar,I.K."
"Desai,S.M.","Mushahwar,I.K."
"Shi,B.J.","Ding,S.W."
"Shi,B.J.","Symons,R.H."
"Ding,S.W.","Symons,R.H."
"Carlson,J.O.","DeMartini,J.C."
"Carlson,J.O.","Mwaengo,D.M."
"DeMartini,J.C.","Mwaengo,D.M."
"Kreis,S.","Whistler,T."
"Macen,J.L.","Ness,T.L."
"Macen,J.L.","Moyer,R.W."
"Ness,T.L.","Moyer,R.W."
"Hice,R.H.","Federici,B.A."
"Hice,R.H.","Federici,B.A."
"Gagnon,C.A.","Dea,S."
"Youderian,P.","Magrini,V."
"Youderian,P.","Salmi,D."
"Youderian,P.","Hartzell,P.L."
"Magrini,V.","Salmi,D."
"Magrini,V.","Hartzell,P.L."
"Salmi,D.","Hartzell,P.L."
"Poirel,L.","Aubin,J.T."
"Poirel,L.","Gautheret,A."
"Poirel,L.","Malet,I."
"Poirel,L.","Huraux,J.M."
"Poirel,L.","Agut,H."
"Aubin,J.T.","Gautheret,A."
"Aubin,J.T.","Malet,I."
"Aubin,J.T.","Huraux,J.M."
"Aubin,J.T.","Agut,H."
"Gautheret,A.","Malet,I."
"Gautheret,A.","Huraux,J.M."
"Gautheret,A.","Agut,H."
"Malet,I.","Huraux,J.M."
"Malet,I.","Agut,H."
"Huraux,J.M.","Agut,H."
"Ramos,P.L.","Guerra,O."
"Ramos,P.L.","Dorestes,V."
"Ramos,P.L.","Ramirez,N."
"Ramos,P.L.","Oramas,P."
"Guerra,O.","Dorestes,V."
"Guerra,O.","Ramirez,N."
"Guerra,O.","Oramas,P."
"Dorestes,V.","Ramirez,N."
"Dorestes,V.","Oramas,P."
"Ramirez,N.","Oramas,P."
"Randhawa,J.S.","Wilson,S.D."
"Randhawa,J.S.","Tolley,K.P."
"Randhawa,J.S.","Cavanagh,D."
"Randhawa,J.S.","Pringle,C.R"
"Randhawa,J.S.",",Easton,A.J."
"Wilson,S.D.","Tolley,K.P."
"Wilson,S.D.","Cavanagh,D."
"Wilson,S.D.","Pringle,C.R"
"Wilson,S.D.",",Easton,A.J."
"Tolley,K.P.","Cavanagh,D."
"Tolley,K.P.","Pringle,C.R"
"Tolley,K.P.",",Easton,A.J."
"Cavanagh,D.","Pringle,C.R"
"Cavanagh,D.",",Easton,A.J."
"Pringle,C.R",",Easton,A.J."
"Hamooleh,G.","Cross,G."
"Hamooleh,G.","Dixon,R.J."
"Cross,G.","Dixon,R.J."
"Numata,K.","Hardy,M.E."
"Numata,K.","Kramer,S.F."
"Numata,K.","Nakata,S."
"Numata,K.","Chiba,S."
"Numata,K.","Estes,M.K."
"Hardy,M.E.","Kramer,S.F."
"Hardy,M.E.","Nakata,S."
"Hardy,M.E.","Chiba,S."
"Hardy,M.E.","Estes,M.K."
"Kramer,S.F.","Nakata,S."
"Kramer,S.F.","Chiba,S."
"Kramer,S.F.","Estes,M.K."
"Nakata,S.","Chiba,S."
"Nakata,S.","Estes,M.K."
"Chiba,S.","Estes,M.K."
"Duan,Y.-P.","Powell,C.A."
"Duan,Y.-P.","Purcifull,D.E."
"Duan,Y.-P.","Hiebert,E."
"Powell,C.A.","Purcifull,D.E."
"Powell,C.A.","Hiebert,E."
"Purcifull,D.E.","Hiebert,E."
"Abouzid,A.M.","Hiebert,E."
"Abouzid,A.M.","Strandberg,J.O."
"Hiebert,E.","Strandberg,J.O."
"Kheyar,A.","St-Laurent,G."
"Kheyar,A.","Lepage,N."
"Kheyar,A.","Dufresne,J."
"Kheyar,A.","Archambault,D."
"St-Laurent,G.","Lepage,N."
"St-Laurent,G.","Dufresne,J."
"St-Laurent,G.","Archambault,D."
"Lepage,N.","Dufresne,J."
"Lepage,N.","Archambault,D."
"Dufresne,J.","Archambault,D."
"Que,Q.","Zhang,Y."
"Que,Q.","Nelson,M."
"Que,Q.","Ropp,S."
"Que,Q.","Burbank,D.E."
"Que,Q.","Van	Etten,J.L."
"Zhang,Y.","Nelson,M."
"Zhang,Y.","Ropp,S."
"Zhang,Y.","Burbank,D.E."
"Zhang,Y.","Van	Etten,J.L."
"Nelson,M.","Ropp,S."
"Nelson,M.","Burbank,D.E."
"Nelson,M.","Van	Etten,J.L."
"Ropp,S.","Burbank,D.E."
"Ropp,S.","Van	Etten,J.L."
"Burbank,D.E.","Van	Etten,J.L."
"VanRompay,K.K.A.","Greenier,J.L."
"VanRompay,K.K.A.","Marthas,M.L."
"VanRompay,K.K.A.","Pedersen,N.C."
"Greenier,J.L.","Marthas,M.L."
"Greenier,J.L.","Pedersen,N.C."
"Marthas,M.L.","Pedersen,N.C."
"Bremont,M.","Labbe,M."
"Bremont,M.","Gajardo,R."
"Bremont,M.","Cohen,J."
"Labbe,M.","Gajardo,R."
"Labbe,M.","Cohen,J."
"Gajardo,R.","Cohen,J."
"Merryweather-Clarke,A.T.","Cooper,J.I.C."
"Kwon,C.S.","Paek,K.H."
"Kwon,C.S.","Chung,W.I."
"Paek,K.H.","Chung,W.I."
"Balcazar,N.","Garcia,F."
"Andreyev,V.G.","Wesley,R.D."
"Andreyev,V.G.","Mengeling,W.L."
"Andreyev,V.G.","Vorwald,A.C."
"Andreyev,V.G.","Lager,K.M."
"Wesley,R.D.","Mengeling,W.L."
"Wesley,R.D.","Vorwald,A.C."
"Wesley,R.D.","Lager,K.M."
"Mengeling,W.L.","Vorwald,A.C."
"Mengeling,W.L.","Lager,K.M."
"Vorwald,A.C.","Lager,K.M."
"Zhong,W.","Wang,H."
"Zhong,W.","Herndier,B."
"Zhong,W.","Ganem,D."
"Wang,H.","Herndier,B."
"Wang,H.","Ganem,D."
"Herndier,B.","Ganem,D."
"Upadhyaya,N.M.","Gellatly,J.A."
"Upadhyaya,N.M.","Li,Z."
"Upadhyaya,N.M.","Ramm,K."
"Upadhyaya,N.M.","Kositratana,W."
"Upadhyaya,N.M.","Waterhouse,P.M."
"Gellatly,J.A.","Li,Z."
"Gellatly,J.A.","Ramm,K."
"Gellatly,J.A.","Kositratana,W."
"Gellatly,J.A.","Waterhouse,P.M."
"Li,Z.","Ramm,K."
"Li,Z.","Kositratana,W."
"Li,Z.","Waterhouse,P.M."
"Ramm,K.","Kositratana,W."
"Ramm,K.","Waterhouse,P.M."
"Kositratana,W.","Waterhouse,P.M."
"Pederson,N.E.","Casey,J.T.I.I."
"Pederson,N.E.","Koslowski,K.M."
"Casey,J.T.I.I.","Koslowski,K.M."
"Lozano,M.E.","Posik,D.M."
"Lozano,M.E.","Albarino,C.G."
"Lozano,M.E.","Schujman,G."
"Lozano,M.E.","Ghiringhelli,P.D."
"Lozano,M.E.","Calderon,G."
"Lozano,M.E.","Sabattini,M."
"Lozano,M.E.","Romanowski,V."
"Posik,D.M.","Albarino,C.G."
"Posik,D.M.","Schujman,G."
"Posik,D.M.","Ghiringhelli,P.D."
"Posik,D.M.","Calderon,G."
"Posik,D.M.","Sabattini,M."
"Posik,D.M.","Romanowski,V."
"Albarino,C.G.","Schujman,G."
"Albarino,C.G.","Ghiringhelli,P.D."
"Albarino,C.G.","Calderon,G."
"Albarino,C.G.","Sabattini,M."
"Albarino,C.G.","Romanowski,V."
"Schujman,G.","Ghiringhelli,P.D."
"Schujman,G.","Calderon,G."
"Schujman,G.","Sabattini,M."
"Schujman,G.","Romanowski,V."
"Ghiringhelli,P.D.","Calderon,G."
"Ghiringhelli,P.D.","Sabattini,M."
"Ghiringhelli,P.D.","Romanowski,V."
"Calderon,G.","Sabattini,M."
"Calderon,G.","Romanowski,V."
"Sabattini,M.","Romanowski,V."
"Takehisa,J.","Osei-Kwasi,M."
"Takehisa,J.","Ayisi,N.K."
"Takehisa,J.","Hishida,O."
"Takehisa,J.","Miura,T."
"Takehisa,J.","Igarashi,T."
"Takehisa,J.","Brandful,J."
"Takehisa,J.","Ampofo,W."
"Takehisa,J.","Netty,V.B.A."
"Takehisa,J.","Mensah,M."
"Takehisa,J.","Yamashita,M."
"Takehisa,J.","Ido,E."
"Takehisa,J.","Hayami,M."
"Osei-Kwasi,M.","Ayisi,N.K."
"Osei-Kwasi,M.","Hishida,O."
"Osei-Kwasi,M.","Miura,T."
"Osei-Kwasi,M.","Igarashi,T."
"Osei-Kwasi,M.","Brandful,J."
"Osei-Kwasi,M.","Ampofo,W."
"Osei-Kwasi,M.","Netty,V.B.A."
"Osei-Kwasi,M.","Mensah,M."
"Osei-Kwasi,M.","Yamashita,M."
"Osei-Kwasi,M.","Ido,E."
"Osei-Kwasi,M.","Hayami,M."
"Ayisi,N.K.","Hishida,O."
"Ayisi,N.K.","Miura,T."
"Ayisi,N.K.","Igarashi,T."
"Ayisi,N.K.","Brandful,J."
"Ayisi,N.K.","Ampofo,W."
"Ayisi,N.K.","Netty,V.B.A."
"Ayisi,N.K.","Mensah,M."
"Ayisi,N.K.","Yamashita,M."
"Ayisi,N.K.","Ido,E."
"Ayisi,N.K.","Hayami,M."
"Hishida,O.","Miura,T."
"Hishida,O.","Igarashi,T."
"Hishida,O.","Brandful,J."
"Hishida,O.","Ampofo,W."
"Hishida,O.","Netty,V.B.A."
"Hishida,O.","Mensah,M."
"Hishida,O.","Yamashita,M."
"Hishida,O.","Ido,E."
"Hishida,O.","Hayami,M."
"Miura,T.","Igarashi,T."
"Miura,T.","Brandful,J."
"Miura,T.","Ampofo,W."
"Miura,T.","Netty,V.B.A."
"Miura,T.","Mensah,M."
"Miura,T.","Yamashita,M."
"Miura,T.","Ido,E."
"Miura,T.","Hayami,M."
"Igarashi,T.","Brandful,J."
"Igarashi,T.","Ampofo,W."
"Igarashi,T.","Netty,V.B.A."
"Igarashi,T.","Mensah,M."
"Igarashi,T.","Yamashita,M."
"Igarashi,T.","Ido,E."
"Igarashi,T.","Hayami,M."
"Brandful,J.","Ampofo,W."
"Brandful,J.","Netty,V.B.A."
"Brandful,J.","Mensah,M."
"Brandful,J.","Yamashita,M."
"Brandful,J.","Ido,E."
"Brandful,J.","Hayami,M."
"Ampofo,W.","Netty,V.B.A."
"Ampofo,W.","Mensah,M."
"Ampofo,W.","Yamashita,M."
"Ampofo,W.","Ido,E."
"Ampofo,W.","Hayami,M."
"Netty,V.B.A.","Mensah,M."
"Netty,V.B.A.","Yamashita,M."
"Netty,V.B.A.","Ido,E."
"Netty,V.B.A.","Hayami,M."
"Mensah,M.","Yamashita,M."
"Mensah,M.","Ido,E."
"Mensah,M.","Hayami,M."
"Yamashita,M.","Ido,E."
"Yamashita,M.","Hayami,M."
"Ido,E.","Hayami,M."
"Sokhandan,N.","Gillings,M.R."
"Sokhandan,N.","Bowyer,J.W."
"Gillings,M.R.","Bowyer,J.W."
"Celix,A.","Almarza,N."
"Celix,A.","Rodriguez-Cerezo,E."
"Almarza,N.","Rodriguez-Cerezo,E."
"Le,T.H.","Wu,T."
"Le,T.H.","Robertson,A."
"Le,T.H.","Bulach,D."
"Le,T.H.","Cowan,P."
"Le,T.H.","Goodge,K."
"Le,T.H.","Tribe,D."
"Wu,T.","Robertson,A."
"Wu,T.","Bulach,D."
"Wu,T.","Cowan,P."
"Wu,T.","Goodge,K."
"Wu,T.","Tribe,D."
"Robertson,A.","Bulach,D."
"Robertson,A.","Cowan,P."
"Robertson,A.","Goodge,K."
"Robertson,A.","Tribe,D."
"Bulach,D.","Cowan,P."
"Bulach,D.","Goodge,K."
"Bulach,D.","Tribe,D."
"Cowan,P.","Goodge,K."
"Cowan,P.","Tribe,D."
"Goodge,K.","Tribe,D."
"Le,T.H.","Wu,T."
"Le,T.H.","Robertson,A."
"Le,T.H.","Bulach,D."
"Le,T.H.","Cowan,P."
"Le,T.H.","Goodge,K."
"Le,T.H.","Tribe,D."
"Wu,T.","Robertson,A."
"Wu,T.","Bulach,D."
"Wu,T.","Cowan,P."
"Wu,T.","Goodge,K."
"Wu,T.","Tribe,D."
"Robertson,A.","Bulach,D."
"Robertson,A.","Cowan,P."
"Robertson,A.","Goodge,K."
"Robertson,A.","Tribe,D."
"Bulach,D.","Cowan,P."
"Bulach,D.","Goodge,K."
"Bulach,D.","Tribe,D."
"Cowan,P.","Goodge,K."
"Cowan,P.","Tribe,D."
"Goodge,K.","Tribe,D."
"Le,T.H.","Wu,T."
"Le,T.H.","Robertson,A."
"Le,T.H.","Bulach,D."
"Le,T.H.","Cowan,P."
"Le,T.H.","Goodge,K."
"Le,T.H.","Tribe,D."
"Wu,T.","Robertson,A."
"Wu,T.","Bulach,D."
"Wu,T.","Cowan,P."
"Wu,T.","Goodge,K."
"Wu,T.","Tribe,D."
"Robertson,A.","Bulach,D."
"Robertson,A.","Cowan,P."
"Robertson,A.","Goodge,K."
"Robertson,A.","Tribe,D."
"Bulach,D.","Cowan,P."
"Bulach,D.","Goodge,K."
"Bulach,D.","Tribe,D."
"Cowan,P.","Goodge,K."
"Cowan,P.","Tribe,D."
"Goodge,K.","Tribe,D."
"Wu,T.","Tribe,D."
"Tian,T.","Klaassen,V.A."
"Tian,T.","Soong,J."
"Tian,T.","Wisler,G."
"Tian,T.","Duffus,J.E."
"Tian,T.","Falk,B.W."
"Klaassen,V.A.","Soong,J."
"Klaassen,V.A.","Wisler,G."
"Klaassen,V.A.","Duffus,J.E."
"Klaassen,V.A.","Falk,B.W."
"Soong,J.","Wisler,G."
"Soong,J.","Duffus,J.E."
"Soong,J.","Falk,B.W."
"Wisler,G.","Duffus,J.E."
"Wisler,G.","Falk,B.W."
"Duffus,J.E.","Falk,B.W."
"Chang,K.S.S.","Lin,C.I."
"Chang,K.S.S.","Chen,J.H."
"Chang,K.S.S.","Shih,C.H."
"Chang,K.S.S.","Lin,H.C."
"Chang,K.S.S.","Lin,R.Y."
"Chang,K.S.S.","Twu,S.C."
"Chang,K.S.S.","Salminen,M.O."
"Lin,C.I.","Chen,J.H."
"Lin,C.I.","Shih,C.H."
"Lin,C.I.","Lin,H.C."
"Lin,C.I.","Lin,R.Y."
"Lin,C.I.","Twu,S.C."
"Lin,C.I.","Salminen,M.O."
"Chen,J.H.","Shih,C.H."
"Chen,J.H.","Lin,H.C."
"Chen,J.H.","Lin,R.Y."
"Chen,J.H.","Twu,S.C."
"Chen,J.H.","Salminen,M.O."
"Shih,C.H.","Lin,H.C."
"Shih,C.H.","Lin,R.Y."
"Shih,C.H.","Twu,S.C."
"Shih,C.H.","Salminen,M.O."
"Lin,H.C.","Lin,R.Y."
"Lin,H.C.","Twu,S.C."
"Lin,H.C.","Salminen,M.O."
"Lin,R.Y.","Twu,S.C."
"Lin,R.Y.","Salminen,M.O."
"Twu,S.C.","Salminen,M.O."
"Chang,K.S.S.","Lin,C.I."
"Chang,K.S.S.","Chen,J.H."
"Chang,K.S.S.","Shih,C.H."
"Chang,K.S.S.","Lin,H.C."
"Chang,K.S.S.","Lin,J.Y."
"Chang,K.S.S.","Twu,S.C."
"Chang,K.S.S.","Salminen,M.O."
"Lin,C.I.","Chen,J.H."
"Lin,C.I.","Shih,C.H."
"Lin,C.I.","Lin,H.C."
"Lin,C.I.","Lin,J.Y."
"Lin,C.I.","Twu,S.C."
"Lin,C.I.","Salminen,M.O."
"Chen,J.H.","Shih,C.H."
"Chen,J.H.","Lin,H.C."
"Chen,J.H.","Lin,J.Y."
"Chen,J.H.","Twu,S.C."
"Chen,J.H.","Salminen,M.O."
"Shih,C.H.","Lin,H.C."
"Shih,C.H.","Lin,J.Y."
"Shih,C.H.","Twu,S.C."
"Shih,C.H.","Salminen,M.O."
"Lin,H.C.","Lin,J.Y."
"Lin,H.C.","Twu,S.C."
"Lin,H.C.","Salminen,M.O."
"Lin,J.Y.","Twu,S.C."
"Lin,J.Y.","Salminen,M.O."
"Twu,S.C.","Salminen,M.O."
"Chang,K.S.S.","Lin,C.I."
"Chang,K.S.S.","Lo,H.W."
"Chang,K.S.S.","Lin,H.C."
"Chang,K.S.S.","Lin,J.Y."
"Chang,K.S.S.","Twu,S.C."
"Chang,K.S.S.","Salminen,M."
"Lin,C.I.","Lo,H.W."
"Lin,C.I.","Lin,H.C."
"Lin,C.I.","Lin,J.Y."
"Lin,C.I.","Twu,S.C."
"Lin,C.I.","Salminen,M."
"Lo,H.W.","Lin,H.C."
"Lo,H.W.","Lin,J.Y."
"Lo,H.W.","Twu,S.C."
"Lo,H.W.","Salminen,M."
"Lin,H.C.","Lin,J.Y."
"Lin,H.C.","Twu,S.C."
"Lin,H.C.","Salminen,M."
"Lin,J.Y.","Twu,S.C."
"Lin,J.Y.","Salminen,M."
"Twu,S.C.","Salminen,M."
"Wang,H.-L.","Hou,Y.-D."
"Wang,H.-L.","Jin,D.-Y."
"Hou,Y.-D.","Jin,D.-Y."
"Reddick,B.B.","Law,M.D."
"Reddick,B.B.","Habera,L.F."
"Law,M.D.","Habera,L.F."
"Berke,T.","Golding,B."
"Berke,T.","Jiang,X."
"Berke,T.","Cubitt,D.W."
"Berke,T.","Wolfaardt,M."
"Berke,T.","Smith,A.W."
"Berke,T.","Matson,D.O."
"Golding,B.","Jiang,X."
"Golding,B.","Cubitt,D.W."
"Golding,B.","Wolfaardt,M."
"Golding,B.","Smith,A.W."
"Golding,B.","Matson,D.O."
"Jiang,X.","Cubitt,D.W."
"Jiang,X.","Wolfaardt,M."
"Jiang,X.","Smith,A.W."
"Jiang,X.","Matson,D.O."
"Cubitt,D.W.","Wolfaardt,M."
"Cubitt,D.W.","Smith,A.W."
"Cubitt,D.W.","Matson,D.O."
"Wolfaardt,M.","Smith,A.W."
"Wolfaardt,M.","Matson,D.O."
"Smith,A.W.","Matson,D.O."
"Pertel,P.E.","Spear,P.G."
"Roye,M.E.","McLaughlin,W.A."
"Roye,M.E.","Maxwell,D.P."
"McLaughlin,W.A.","Maxwell,D.P."
"Sivamani,E.","Qu,R."
"Porter,K.R.","Mascola,J.R."
"Porter,K.R.","Hupudio,H."
"Porter,K.R.","Ewing,D."
"Porter,K.R.","VanCott,T.C."
"Porter,K.R.","Anthony,R.L."
"Porter,K.R.","Corwin,A."
"Porter,K.R.","Widodo,S."
"Porter,K.R.","Ertono,S."
"Porter,K.R.","McCutchan,F.E."
"Porter,K.R.","Burke,D.S."
"Porter,K.R.","Hayes,C.G."
"Porter,K.R.","Wignall,F.S."
"Porter,K.R.","Graham,R.R."
"Mascola,J.R.","Hupudio,H."
"Mascola,J.R.","Ewing,D."
"Mascola,J.R.","VanCott,T.C."
"Mascola,J.R.","Anthony,R.L."
"Mascola,J.R.","Corwin,A."
"Mascola,J.R.","Widodo,S."
"Mascola,J.R.","Ertono,S."
"Mascola,J.R.","McCutchan,F.E."
"Mascola,J.R.","Burke,D.S."
"Mascola,J.R.","Hayes,C.G."
"Mascola,J.R.","Wignall,F.S."
"Mascola,J.R.","Graham,R.R."
"Hupudio,H.","Ewing,D."
"Hupudio,H.","VanCott,T.C."
"Hupudio,H.","Anthony,R.L."
"Hupudio,H.","Corwin,A."
"Hupudio,H.","Widodo,S."
"Hupudio,H.","Ertono,S."
"Hupudio,H.","McCutchan,F.E."
"Hupudio,H.","Burke,D.S."
"Hupudio,H.","Hayes,C.G."
"Hupudio,H.","Wignall,F.S."
"Hupudio,H.","Graham,R.R."
"Ewing,D.","VanCott,T.C."
"Ewing,D.","Anthony,R.L."
"Ewing,D.","Corwin,A."
"Ewing,D.","Widodo,S."
"Ewing,D.","Ertono,S."
"Ewing,D.","McCutchan,F.E."
"Ewing,D.","Burke,D.S."
"Ewing,D.","Hayes,C.G."
"Ewing,D.","Wignall,F.S."
"Ewing,D.","Graham,R.R."
"VanCott,T.C.","Anthony,R.L."
"VanCott,T.C.","Corwin,A."
"VanCott,T.C.","Widodo,S."
"VanCott,T.C.","Ertono,S."
"VanCott,T.C.","McCutchan,F.E."
"VanCott,T.C.","Burke,D.S."
"VanCott,T.C.","Hayes,C.G."
"VanCott,T.C.","Wignall,F.S."
"VanCott,T.C.","Graham,R.R."
"Anthony,R.L.","Corwin,A."
"Anthony,R.L.","Widodo,S."
"Anthony,R.L.","Ertono,S."
"Anthony,R.L.","McCutchan,F.E."
"Anthony,R.L.","Burke,D.S."
"Anthony,R.L.","Hayes,C.G."
"Anthony,R.L.","Wignall,F.S."
"Anthony,R.L.","Graham,R.R."
"Corwin,A.","Widodo,S."
"Corwin,A.","Ertono,S."
"Corwin,A.","McCutchan,F.E."
"Corwin,A.","Burke,D.S."
"Corwin,A.","Hayes,C.G."
"Corwin,A.","Wignall,F.S."
"Corwin,A.","Graham,R.R."
"Widodo,S.","Ertono,S."
"Widodo,S.","McCutchan,F.E."
"Widodo,S.","Burke,D.S."
"Widodo,S.","Hayes,C.G."
"Widodo,S.","Wignall,F.S."
"Widodo,S.","Graham,R.R."
"Ertono,S.","McCutchan,F.E."
"Ertono,S.","Burke,D.S."
"Ertono,S.","Hayes,C.G."
"Ertono,S.","Wignall,F.S."
"Ertono,S.","Graham,R.R."
"McCutchan,F.E.","Burke,D.S."
"McCutchan,F.E.","Hayes,C.G."
"McCutchan,F.E.","Wignall,F.S."
"McCutchan,F.E.","Graham,R.R."
"Burke,D.S.","Hayes,C.G."
"Burke,D.S.","Wignall,F.S."
"Burke,D.S.","Graham,R.R."
"Hayes,C.G.","Wignall,F.S."
"Hayes,C.G.","Graham,R.R."
"Wignall,F.S.","Graham,R.R."
"Leitner,T.","Escanilla,D."
"Leitner,T.","Franzen,C."
"Leitner,T.","Uhlen,M."
"Leitner,T.","Albert,J."
"Escanilla,D.","Franzen,C."
"Escanilla,D.","Uhlen,M."
"Escanilla,D.","Albert,J."
"Franzen,C.","Uhlen,M."
"Franzen,C.","Albert,J."
"Uhlen,M.","Albert,J."
"Marquina,S.","Leitner,T."
"Marquina,S.","Rabinovich,R.D."
"Marquina,S.","Benetucci,J."
"Marquina,S.","Libonatti,O."
"Marquina,S.","Albert,J."
