"","Auth1","Auth2"
"3764","Spicer,T.P.","Jensen,F.C."
"3765","Spicer,T.P.","Poiesz,B.J."
"3766","Slade,H.B.","Jensen,F.C."
"3767","Slade,H.B.","Poiesz,B.J."
"3768","Jensen,F.C.","Poiesz,B.J."
"3769","Jansson,M.","Popovic,M."
"3770","Jansson,M.","Karlsson,A."
"3771","Jansson,M.","Cocchi,F."
"3772","Jansson,M.","Rossi,P."
"3773","Jansson,M.","Albert,J"
"3774","Jansson,M.",",Wigzell,H."
"3775","Popovic,M.","Karlsson,A."
"3776","Popovic,M.","Cocchi,F."
"3777","Popovic,M.","Rossi,P."
"3778","Popovic,M.","Albert,J"
"3779","Popovic,M.",",Wigzell,H."
"3780","Karlsson,A.","Cocchi,F."
"3781","Karlsson,A.","Rossi,P."
"3782","Karlsson,A.","Albert,J"
"3783","Karlsson,A.",",Wigzell,H."
"3784","Cocchi,F.","Rossi,P."
"3785","Cocchi,F.","Albert,J"
"3786","Cocchi,F.",",Wigzell,H."
"3787","Rossi,P.","Albert,J"
"3788","Rossi,P.",",Wigzell,H."
"3789","Albert,J",",Wigzell,H."
"3790","Fonseca,F.G.","Ferreira,P.C.P."
"3791","Fonseca,F.G.","Kroon,E.G."
"3792","Ferreira,P.C.P.","Kroon,E.G."
"3793","Song,Y.-S.","Kee,S.-H."
"3794","Song,Y.-S.","Kim,J.-W."
"3795","Song,Y.-S.","Park,N.-H."
"3796","Song,Y.-S.","Kang,S.-B."
"3797","Song,Y.-S.","Chang,W.-H."
"3798","Song,Y.-S.","Lee,H.-P."
"3799","Kee,S.-H.","Kim,J.-W."
"3800","Kee,S.-H.","Park,N.-H."
"3801","Kee,S.-H.","Kang,S.-B."
"3802","Kee,S.-H.","Chang,W.-H."
"3803","Kee,S.-H.","Lee,H.-P."
"3804","Kim,J.-W.","Park,N.-H."
"3805","Kim,J.-W.","Kang,S.-B."
"3806","Kim,J.-W.","Chang,W.-H."
"3807","Kim,J.-W.","Lee,H.-P."
"3808","Park,N.-H.","Kang,S.-B."
"3809","Park,N.-H.","Chang,W.-H."
"3810","Park,N.-H.","Lee,H.-P."
"3811","Kang,S.-B.","Chang,W.-H."
"3812","Kang,S.-B.","Lee,H.-P."
"3813","Chang,W.-H.","Lee,H.-P."
"3814","Song,Y.S.","Kee,S.H."
"3815","Song,Y.S.","Kim,J.W."
"3816","Song,Y.S.","Park,N.H."
"3817","Song,Y.S.","Kang,S.B."
"3818","Song,Y.S.","Lee,H.P."
"3819","Kee,S.H.","Kim,J.W."
"3820","Kee,S.H.","Park,N.H."
"3821","Kee,S.H.","Kang,S.B."
"3822","Kee,S.H.","Lee,H.P."
"3823","Kim,J.W.","Park,N.H."
"3824","Kim,J.W.","Kang,S.B."
"3825","Kim,J.W.","Lee,H.P."
"3826","Park,N.H.","Kang,S.B."
"3827","Park,N.H.","Lee,H.P."
"3828","Kang,S.B.","Lee,H.P."
"3829","Barrett,J.W.","Li,X."
"3830","Barrett,J.W.","Pavlik,L."
"3831","Barrett,J.W.","Yuen,L."
"3832","Barrett,J.W.","Arif,B.M."
"3833","Li,X.","Pavlik,L."
"3834","Li,X.","Yuen,L."
"3835","Li,X.","Arif,B.M."
"3836","Pavlik,L.","Yuen,L."
"3837","Pavlik,L.","Arif,B.M."
"3838","Yuen,L.","Arif,B.M."
"3839","Seipp,S.","Wahl,R."
"3840","Seipp,S.","Stremmel,W."
"3841","Seipp,S.","Theilmann,L."
"3842","Seipp,S.","Goeser,T."
"3843","Wahl,R.","Stremmel,W."
"3844","Wahl,R.","Theilmann,L."
"3845","Wahl,R.","Goeser,T."
"3846","Stremmel,W.","Theilmann,L."
"3847","Stremmel,W.","Goeser,T."
"3848","Theilmann,L.","Goeser,T."
"3849","Roelke-Parker,M.E.","Munson,L."
"3850","Roelke-Parker,M.E.","Packer,C."
"3851","Roelke-Parker,M.E.","Kock,R."
"3852","Roelke-Parker,M.E.","Cleaveland,S."
"3853","Roelke-Parker,M.E.","Carpenter,M."
"3854","Roelke-Parker,M.E.","O'brien,S.J."
"3855","Roelke-Parker,M.E.","Pospischil,A."
"3856","Roelke-Parker,M.E.","Hofmann-Lehman,R."
"3857","Roelke-Parker,M.E.","Lutz,H."
"3858","Roelke-Parker,M.E.","Mwamengele,G.L.M."
"3859","Roelke-Parker,M.E.","Mgasa,M.N."
"3860","Roelke-Parker,M.E.","Machange,G.A."
"3861","Roelke-Parker,M.E.","Summers,B.A"
"3862","Roelke-Parker,M.E.",",Appel,M.J.G."
"3863","Munson,L.","Packer,C."
"3864","Munson,L.","Kock,R."
"3865","Munson,L.","Cleaveland,S."
"3866","Munson,L.","Carpenter,M."
"3867","Munson,L.","O'brien,S.J."
"3868","Munson,L.","Pospischil,A."
"3869","Munson,L.","Hofmann-Lehman,R."
"3870","Munson,L.","Lutz,H."
"3871","Munson,L.","Mwamengele,G.L.M."
"3872","Munson,L.","Mgasa,M.N."
"3873","Munson,L.","Machange,G.A."
"3874","Munson,L.","Summers,B.A"
"3875","Munson,L.",",Appel,M.J.G."
"3876","Packer,C.","Kock,R."
"3877","Packer,C.","Cleaveland,S."
"3878","Packer,C.","Carpenter,M."
"3879","Packer,C.","O'brien,S.J."
"3880","Packer,C.","Pospischil,A."
"3881","Packer,C.","Hofmann-Lehman,R."
"3882","Packer,C.","Lutz,H."
"3883","Packer,C.","Mwamengele,G.L.M."
"3884","Packer,C.","Mgasa,M.N."
"3885","Packer,C.","Machange,G.A."
"3886","Packer,C.","Summers,B.A"
"3887","Packer,C.",",Appel,M.J.G."
"3888","Kock,R.","Cleaveland,S."
"3889","Kock,R.","Carpenter,M."
"3890","Kock,R.","O'brien,S.J."
"3891","Kock,R.","Pospischil,A."
"3892","Kock,R.","Hofmann-Lehman,R."
"3893","Kock,R.","Lutz,H."
"3894","Kock,R.","Mwamengele,G.L.M."
"3895","Kock,R.","Mgasa,M.N."
"3896","Kock,R.","Machange,G.A."
"3897","Kock,R.","Summers,B.A"
"3898","Kock,R.",",Appel,M.J.G."
"3899","Cleaveland,S.","Carpenter,M."
"3900","Cleaveland,S.","O'brien,S.J."
"3901","Cleaveland,S.","Pospischil,A."
"3902","Cleaveland,S.","Hofmann-Lehman,R."
"3903","Cleaveland,S.","Lutz,H."
"3904","Cleaveland,S.","Mwamengele,G.L.M."
"3905","Cleaveland,S.","Mgasa,M.N."
"3906","Cleaveland,S.","Machange,G.A."
"3907","Cleaveland,S.","Summers,B.A"
"3908","Cleaveland,S.",",Appel,M.J.G."
"3909","Carpenter,M.","O'brien,S.J."
"3910","Carpenter,M.","Pospischil,A."
"3911","Carpenter,M.","Hofmann-Lehman,R."
"3912","Carpenter,M.","Lutz,H."
"3913","Carpenter,M.","Mwamengele,G.L.M."
"3914","Carpenter,M.","Mgasa,M.N."
"3915","Carpenter,M.","Machange,G.A."
"3916","Carpenter,M.","Summers,B.A"
"3917","Carpenter,M.",",Appel,M.J.G."
"3918","O'brien,S.J.","Pospischil,A."
"3919","O'brien,S.J.","Hofmann-Lehman,R."
"3920","O'brien,S.J.","Lutz,H."
"3921","O'brien,S.J.","Mwamengele,G.L.M."
"3922","O'brien,S.J.","Mgasa,M.N."
"3923","O'brien,S.J.","Machange,G.A."
"3924","O'brien,S.J.","Summers,B.A"
"3925","O'brien,S.J.",",Appel,M.J.G."
"3926","Pospischil,A.","Hofmann-Lehman,R."
"3927","Pospischil,A.","Lutz,H."
"3928","Pospischil,A.","Mwamengele,G.L.M."
"3929","Pospischil,A.","Mgasa,M.N."
"3930","Pospischil,A.","Machange,G.A."
"3931","Pospischil,A.","Summers,B.A"
"3932","Pospischil,A.",",Appel,M.J.G."
"3933","Hofmann-Lehman,R.","Lutz,H."
"3934","Hofmann-Lehman,R.","Mwamengele,G.L.M."
"3935","Hofmann-Lehman,R.","Mgasa,M.N."
"3936","Hofmann-Lehman,R.","Machange,G.A."
"3937","Hofmann-Lehman,R.","Summers,B.A"
"3938","Hofmann-Lehman,R.",",Appel,M.J.G."
"3939","Lutz,H.","Mwamengele,G.L.M."
"3940","Lutz,H.","Mgasa,M.N."
"3941","Lutz,H.","Machange,G.A."
"3942","Lutz,H.","Summers,B.A"
"3943","Lutz,H.",",Appel,M.J.G."
"3944","Mwamengele,G.L.M.","Mgasa,M.N."
"3945","Mwamengele,G.L.M.","Machange,G.A."
"3946","Mwamengele,G.L.M.","Summers,B.A"
"3947","Mwamengele,G.L.M.",",Appel,M.J.G."
"3948","Mgasa,M.N.","Machange,G.A."
"3949","Mgasa,M.N.","Summers,B.A"
"3950","Mgasa,M.N.",",Appel,M.J.G."
"3951","Machange,G.A.","Summers,B.A"
"3952","Machange,G.A.",",Appel,M.J.G."
"3953","Summers,B.A",",Appel,M.J.G."
"3954","Kropff,B.","Mach,M."
"3955","Neill,J.D.","Meyer,R.F."
"3956","Neill,J.D.","Seal,B.S."
"3957","Meyer,R.F.","Seal,B.S."
"3958","Hsieh,S.-Y.","Yang,P.-Y."
"3959","Hsieh,S.-Y.","Chen,H.-C."
"3960","Hsieh,S.-Y.","Liaw,Y.-F."
"3961","Yang,P.-Y.","Chen,H.-C."
"3962","Yang,P.-Y.","Liaw,Y.-F."
"3963","Chen,H.-C.","Liaw,Y.-F."
"3964","Jung,Y.T.","Kim,G.R."
"3965","Jung,Y.T.","Paik,S.Y."
"3966","Kim,G.R.","Paik,S.Y."
"3967","Jung,Y.T.","Kim,G.R."
"3968","Jung,Y.T.","Paik,S.Y."
"3969","Kim,G.R.","Paik,S.Y."
"3970","Songsivilai,S.","Kanistanon,D."
"3971","Songsivilai,S.","Dharakul,T."
"3972","Kanistanon,D.","Dharakul,T."
"3973","Nix,W.A.","Keeler,C.L"
"3974","Nix,W.A.","Jr."
"3975","Nix,W.A.","Gelb,J"
"3976","Nix,W.A.","Jr."
"3977","Keeler,C.L","Jr."
"3978","Keeler,C.L","Gelb,J"
"3979","Keeler,C.L","Jr."
"3980","Jr.","Gelb,J"
"3981","Jr.","Jr."
"3982","Gelb,J","Jr."
"3983","Lu,M.","Iatrou,K."
"3984","Juto,P.","Elgh,F."
"3985","Juto,P.","Ahlm,C."
"3986","Juto,P.","Alexeyev,O.A."
"3987","Juto,P.","Edlund,K."
"3988","Juto,P.","Lundkvist,A"
"3989","Juto,P.",",Wadell,G."
"3990","Elgh,F.","Ahlm,C."
"3991","Elgh,F.","Alexeyev,O.A."
"3992","Elgh,F.","Edlund,K."
"3993","Elgh,F.","Lundkvist,A"
"3994","Elgh,F.",",Wadell,G."
"3995","Ahlm,C.","Alexeyev,O.A."
"3996","Ahlm,C.","Edlund,K."
"3997","Ahlm,C.","Lundkvist,A"
"3998","Ahlm,C.",",Wadell,G."
"3999","Alexeyev,O.A.","Edlund,K."
"4000","Alexeyev,O.A.","Lundkvist,A"
"4001","Alexeyev,O.A.",",Wadell,G."
"4002","Edlund,K.","Lundkvist,A"
"4003","Edlund,K.",",Wadell,G."
"4004","Lundkvist,A",",Wadell,G."
"4005","Li,Q.-G.","Wadell,G."
"4006","Gindreau,E.","Torlois,S."
"4007","Gindreau,E.","Lonvaud-funel,A."
"4008","Torlois,S.","Lonvaud-funel,A."
"4009","Bergeron,A.","Wanas,E."
"4010","Bergeron,A.","Wright,K.E."
"4011","Wanas,E.","Wright,K.E."
"4012","Bergeron,A.","Wright,K.E."
"4013","Ryan-Poirier,K.","Suzuki,Y."
"4014","Ryan-Poirier,K.","Bean,W.J."
"4015","Ryan-Poirier,K.","Takada,A."
"4016","Ryan-Poirier,K.","Kawaoka,Y."
"4017","Suzuki,Y.","Bean,W.J."
"4018","Suzuki,Y.","Takada,A."
"4019","Suzuki,Y.","Kawaoka,Y."
"4020","Bean,W.J.","Takada,A."
"4021","Bean,W.J.","Kawaoka,Y."
"4022","Takada,A.","Kawaoka,Y."
"4023","Ying,Z.","Davis,M.J."
"4024","Carneiro-Proietti,A.B.","Goodenow,M."
"4025","Carneiro-Proietti,A.B.","Barbosa,E.F."
"4026","Carneiro-Proietti,A.B.","Kroon,E.G."
"4027","Carneiro-Proietti,A.B.","Ferreira,P.C.P."
"4028","Goodenow,M.","Barbosa,E.F."
"4029","Goodenow,M.","Kroon,E.G."
"4030","Goodenow,M.","Ferreira,P.C.P."
"4031","Barbosa,E.F.","Kroon,E.G."
"4032","Barbosa,E.F.","Ferreira,P.C.P."
"4033","Kroon,E.G.","Ferreira,P.C.P."
"4034","Huang,A.N.","Zhang,J.J."
"4035","Huang,A.N.","Zeng,W.Q."
"4036","Huang,A.N.","Luo,Y."
"4037","Huang,A.N.","Guo,S.H."
"4038","Huang,A.N.","Zhang,D.F."
"4039","Zhang,J.J.","Zeng,W.Q."
"4040","Zhang,J.J.","Luo,Y."
"4041","Zhang,J.J.","Guo,S.H."
"4042","Zhang,J.J.","Zhang,D.F."
"4043","Zeng,W.Q.","Luo,Y."
"4044","Zeng,W.Q.","Guo,S.H."
"4045","Zeng,W.Q.","Zhang,D.F."
"4046","Luo,Y.","Guo,S.H."
"4047","Luo,Y.","Zhang,D.F."
"4048","Guo,S.H.","Zhang,D.F."
"4049","Gentsch,J.R.","Cunliffe,N.A."
"4050","Yeh,S.-D.","Sun,I.-J."
"4051","Yeh,S.-D.","Ho,H.-M."
"4052","Yeh,S.-D.","Chang,T.-F."
"4053","Sun,I.-J.","Ho,H.-M."
"4054","Sun,I.-J.","Chang,T.-F."
"4055","Ho,H.-M.","Chang,T.-F."
"4056","Helps,C.R.","Harbour,D.A."
"4057","Soares,M.A.","Hahn,B.H."
"4058","Soares,M.A.","Sharp,P.M."
"4059","Hahn,B.H.","Sharp,P.M."
"4060","Russell,P.J.","Bennett,A.M."
"4061","Russell,P.J.","Love,Z."
"4062","Russell,P.J.","Baggott,D.M."
"4063","Bennett,A.M.","Love,Z."
"4064","Bennett,A.M.","Baggott,D.M."
"4065","Love,Z.","Baggott,D.M."
"4066","Brown,D.W.","Like,A.A."
"4067","Liu,S.-L.","Shacker,T."
"4068","Liu,S.-L.","Musey,L."
"4069","Liu,S.-L.","McElrath,M.J."
"4070","Liu,S.-L.","Corey,L."
"4071","Liu,S.-L.","Mullins,J.I."
"4072","Shacker,T.","Musey,L."
"4073","Shacker,T.","McElrath,M.J."
"4074","Shacker,T.","Corey,L."
"4075","Shacker,T.","Mullins,J.I."
"4076","Musey,L.","McElrath,M.J."
"4077","Musey,L.","Corey,L."
"4078","Musey,L.","Mullins,J.I."
"4079","McElrath,M.J.","Corey,L."
"4080","McElrath,M.J.","Mullins,J.I."
"4081","Corey,L.","Mullins,J.I."
"4082","Fonseca,F.G.","Ferreira,P.C.P."
"4083","Fonseca,F.G.","Kroon,E.G."
"4084","Ferreira,P.C.P.","Kroon,E.G."
"4085","Kimata,J.T.","Mozaffarian,A."
"4086","Kimata,J.T.","Overbaugh,J."
"4087","Mozaffarian,A.","Overbaugh,J."
"4088","Jung,J.U.","Neipel,F."
"4089","Bischoff,D.S.","Slavicek,J.M."
"4090","Hughes,E.S.","Bell,J."
"4091","Hughes,E.S.","Simmonds,P."
"4092","Bell,J.","Simmonds,P."
"4093","Hughes,E.S.","Bell,J.E."
"4094","Hughes,E.S.","Simmonds,P."
"4095","Bell,J.E.","Simmonds,P."
"4096","Faria,J.C.","Souza-Dias,J.A.C."
"4097","Faria,J.C.","Slack,S.A."
"4098","Faria,J.C.","Maxwell,D.P."
"4099","Souza-Dias,J.A.C.","Slack,S.A."
"4100","Souza-Dias,J.A.C.","Maxwell,D.P."
"4101","Slack,S.A.","Maxwell,D.P."
"4102","Bowen,M.D.","Peters,C.J."
"4103","Bowen,M.D.","Nichol,S.T."
"4104","Peters,C.J.","Nichol,S.T."
"4105","Faria,J.C.","Souza-Dias,J.A.C."
"4106","Faria,J.C.","Slack,S.A."
"4107","Faria,J.C.","Maxwell,D.P."
"4108","Souza-Dias,J.A.C.","Slack,S.A."
"4109","Souza-Dias,J.A.C.","Maxwell,D.P."
"4110","Slack,S.A.","Maxwell,D.P."
"4111","Hall,R.L.","Moyer,R.W."
"4112","Zhang,L.","Ho,D.D."
"4113","Roth,W.W.","Levett,P.N."
"4114","Roth,W.W.","Hudson,C.P."
"4115","Roth,W.W.","Roach,T.C."
"4116","Roth,W.W.","Womack,C."
"4117","Roth,W.W.","Bond,V.C."
"4118","Levett,P.N.","Hudson,C.P."
"4119","Levett,P.N.","Roach,T.C."
"4120","Levett,P.N.","Womack,C."
"4121","Levett,P.N.","Bond,V.C."
"4122","Hudson,C.P.","Roach,T.C."
"4123","Hudson,C.P.","Womack,C."
"4124","Hudson,C.P.","Bond,V.C."
"4125","Roach,T.C.","Womack,C."
"4126","Roach,T.C.","Bond,V.C."
"4127","Womack,C.","Bond,V.C."
"4128","Smith,D.B.","Pathirana,S."
"4129","Smith,D.B.","Davidson,F."
"4130","Smith,D.B.","Lawlor,E."
"4131","Smith,D.B.","Power,J."
"4132","Smith,D.B.","Yap,P.L."
"4133","Smith,D.B.","Simmonds,P."
"4134","Pathirana,S.","Davidson,F."
"4135","Pathirana,S.","Lawlor,E."
"4136","Pathirana,S.","Power,J."
"4137","Pathirana,S.","Yap,P.L."
"4138","Pathirana,S.","Simmonds,P."
"4139","Davidson,F.","Lawlor,E."
"4140","Davidson,F.","Power,J."
"4141","Davidson,F.","Yap,P.L."
"4142","Davidson,F.","Simmonds,P."
"4143","Lawlor,E.","Power,J."
"4144","Lawlor,E.","Yap,P.L."
"4145","Lawlor,E.","Simmonds,P."
"4146","Power,J.","Yap,P.L."
"4147","Power,J.","Simmonds,P."
"4148","Yap,P.L.","Simmonds,P."
"4149","Johnson,M.A.","Tyack,S.G."
"4150","Johnson,M.A.","Prideaux,C.T."
"4151","Johnson,M.A.","Kongsuwan,K."
"4152","Johnson,M.A.","Sheppard,M."
"4153","Tyack,S.G.","Prideaux,C.T."
"4154","Tyack,S.G.","Kongsuwan,K."
"4155","Tyack,S.G.","Sheppard,M."
"4156","Prideaux,C.T.","Kongsuwan,K."
"4157","Prideaux,C.T.","Sheppard,M."
"4158","Kongsuwan,K.","Sheppard,M."
"4159","Hsiang,C.-Y.","Ho,T.-Y."
"4160","Hsiang,C.-Y.","Chang,T.-J."
"4161","Ho,T.-Y.","Chang,T.-J."
"4162","Szittya,G.","Burgyan,J."
"4163","Suarez,D.L.","Whetstone,C.A."
"4164","Dea,S.","Arora,D.J.S."
"4165","Dea,S.","N'Diaye,M."
"4166","Arora,D.J.S.","N'Diaye,M."
"4167","Suarez,D.L.","Whetstone,C.A."
"4168","Balasuriya,U.B.R.","Hedges,J.F."
"4169","Balasuriya,U.B.R.","Patton,J.F."
"4170","Balasuriya,U.B.R.","Timoney,P.J."
"4171","Balasuriya,U.B.R.","McCollum,W.H."
"4172","Balasuriya,U.B.R.","Hullinger,P.J."
"4173","Balasuriya,U.B.R.","MacLachlan,N.J."
"4174","Hedges,J.F.","Patton,J.F."
"4175","Hedges,J.F.","Timoney,P.J."
"4176","Hedges,J.F.","McCollum,W.H."
"4177","Hedges,J.F.","Hullinger,P.J."
"4178","Hedges,J.F.","MacLachlan,N.J."
"4179","Patton,J.F.","Timoney,P.J."
"4180","Patton,J.F.","McCollum,W.H."
"4181","Patton,J.F.","Hullinger,P.J."
"4182","Patton,J.F.","MacLachlan,N.J."
"4183","Timoney,P.J.","McCollum,W.H."
"4184","Timoney,P.J.","Hullinger,P.J."
"4185","Timoney,P.J.","MacLachlan,N.J."
"4186","McCollum,W.H.","Hullinger,P.J."
"4187","McCollum,W.H.","MacLachlan,N.J."
"4188","Hullinger,P.J.","MacLachlan,N.J."
"4189","Bowles,D.E.","O'Callaghan,D.J."
"4190","Pujol,F.H.","Loureiro,C.L."
"4191","Pujol,F.H.","Devesa,M."
"4192","Pujol,F.H.","Blitz-Dorfman,L."
"4193","Pujol,F.H.","Parra,K."
"4194","Pujol,F.H.","Beker,S."
"4195","Pujol,F.H.","Liprandi,F."
"4196","Loureiro,C.L.","Devesa,M."
"4197","Loureiro,C.L.","Blitz-Dorfman,L."
"4198","Loureiro,C.L.","Parra,K."
"4199","Loureiro,C.L.","Beker,S."
"4200","Loureiro,C.L.","Liprandi,F."
"4201","Devesa,M.","Blitz-Dorfman,L."
"4202","Devesa,M.","Parra,K."
"4203","Devesa,M.","Beker,S."
"4204","Devesa,M.","Liprandi,F."
"4205","Blitz-Dorfman,L.","Parra,K."
"4206","Blitz-Dorfman,L.","Beker,S."
"4207","Blitz-Dorfman,L.","Liprandi,F."
"4208","Parra,K.","Beker,S."
"4209","Parra,K.","Liprandi,F."
"4210","Beker,S.","Liprandi,F."
"4211","Pires,S.","Ribeiro,G."
"4212","Pires,S.","Costa,J.V."
"4213","Ribeiro,G.","Costa,J.V."
"4214","Turelli,P.","Guiguen,F."
"4215","Turelli,P.","Mornex,J.-F."
"4216","Turelli,P.","Vigne,R."
"4217","Turelli,P.","Querat,G."
"4218","Guiguen,F.","Mornex,J.-F."
"4219","Guiguen,F.","Vigne,R."
"4220","Guiguen,F.","Querat,G."
"4221","Mornex,J.-F.","Vigne,R."
"4222","Mornex,J.-F.","Querat,G."
"4223","Vigne,R.","Querat,G."
"4224","Ribeiro,G.","Costa,J.V."
"4225","Soares,M.A.","Hahn,B.H."
"4226","Schulz,T.F.","Calabro,M.L."
"4227","Schulz,T.F.","Hoad,J.G."
"4228","Schulz,T.F.","Carrington,C.V."
"4229","Schulz,T.F.","Matutes,E."
"4230","Schulz,T.F.","Catovsky,D."
"4231","Schulz,T.F.","Weiss,R.A."
"4232","Calabro,M.L.","Hoad,J.G."
"4233","Calabro,M.L.","Carrington,C.V."
"4234","Calabro,M.L.","Matutes,E."
"4235","Calabro,M.L.","Catovsky,D."
"4236","Calabro,M.L.","Weiss,R.A."
"4237","Hoad,J.G.","Carrington,C.V."
"4238","Hoad,J.G.","Matutes,E."
"4239","Hoad,J.G.","Catovsky,D."
"4240","Hoad,J.G.","Weiss,R.A."
"4241","Carrington,C.V.","Matutes,E."
"4242","Carrington,C.V.","Catovsky,D."
"4243","Carrington,C.V.","Weiss,R.A."
"4244","Matutes,E.","Catovsky,D."
"4245","Matutes,E.","Weiss,R.A."
"4246","Catovsky,D.","Weiss,R.A."
"4247","Salzman,N.P.","Zhang,Y."
"4248","Salzman,N.P.","Imamichi,H."
"4249","Salzman,N.P.","Crandall,K.A."
"4250","Salzman,N.P.","Kovacs,J.A."
"4251","Salzman,N.P.","Lane,H.C."
"4252","Zhang,Y.","Imamichi,H."
"4253","Zhang,Y.","Crandall,K.A."
"4254","Zhang,Y.","Kovacs,J.A."
"4255","Zhang,Y.","Lane,H.C."
"4256","Imamichi,H.","Crandall,K.A."
"4257","Imamichi,H.","Kovacs,J.A."
"4258","Imamichi,H.","Lane,H.C."
"4259","Crandall,K.A.","Kovacs,J.A."
"4260","Crandall,K.A.","Lane,H.C."
"4261","Kovacs,J.A.","Lane,H.C."
"4262","Zhang,Y.Y.","Hansson,B.G."
"4263","Guan,S.","Verma,N.K."
"4264","Liu,C.","Power,C."
"4265","Cong,M.","Khudyakov,Y.E."
"4266","Cong,M.","Fields,H.A."
"4267","Khudyakov,Y.E.","Fields,H.A."
"4268","Guo,H.G.","Browning,P."
"4269","Guo,H.G.","Nicholas,J."
"4270","Guo,H.G.","Hayward,G.S."
"4271","Guo,H.G.","Tschachler,E."
"4272","Guo,H.G.","Jiang,Y.W."
"4273","Guo,H.G.","Sadowska,M."
"4274","Guo,H.G.","Raffeld,M."
"4275","Guo,H.G.","Colombini,S."
"4276","Guo,H.G.","Gallo,R.C."
"4277","Guo,H.G.","Reitz,M.S."
"4278","Browning,P.","Nicholas,J."
"4279","Browning,P.","Hayward,G.S."
"4280","Browning,P.","Tschachler,E."
"4281","Browning,P.","Jiang,Y.W."
"4282","Browning,P.","Sadowska,M."
"4283","Browning,P.","Raffeld,M."
"4284","Browning,P.","Colombini,S."
"4285","Browning,P.","Gallo,R.C."
"4286","Browning,P.","Reitz,M.S."
"4287","Nicholas,J.","Hayward,G.S."
"4288","Nicholas,J.","Tschachler,E."
"4289","Nicholas,J.","Jiang,Y.W."
"4290","Nicholas,J.","Sadowska,M."
"4291","Nicholas,J.","Raffeld,M."
"4292","Nicholas,J.","Colombini,S."
"4293","Nicholas,J.","Gallo,R.C."
"4294","Nicholas,J.","Reitz,M.S."
"4295","Hayward,G.S.","Tschachler,E."
"4296","Hayward,G.S.","Jiang,Y.W."
"4297","Hayward,G.S.","Sadowska,M."
"4298","Hayward,G.S.","Raffeld,M."
"4299","Hayward,G.S.","Colombini,S."
"4300","Hayward,G.S.","Gallo,R.C."
"4301","Hayward,G.S.","Reitz,M.S."
"4302","Tschachler,E.","Jiang,Y.W."
"4303","Tschachler,E.","Sadowska,M."
"4304","Tschachler,E.","Raffeld,M."
"4305","Tschachler,E.","Colombini,S."
"4306","Tschachler,E.","Gallo,R.C."
"4307","Tschachler,E.","Reitz,M.S."
"4308","Jiang,Y.W.","Sadowska,M."
"4309","Jiang,Y.W.","Raffeld,M."
"4310","Jiang,Y.W.","Colombini,S."
"4311","Jiang,Y.W.","Gallo,R.C."
"4312","Jiang,Y.W.","Reitz,M.S."
"4313","Sadowska,M.","Raffeld,M."
"4314","Sadowska,M.","Colombini,S."
"4315","Sadowska,M.","Gallo,R.C."
"4316","Sadowska,M.","Reitz,M.S."
"4317","Raffeld,M.","Colombini,S."
"4318","Raffeld,M.","Gallo,R.C."
"4319","Raffeld,M.","Reitz,M.S."
"4320","Colombini,S.","Gallo,R.C."
"4321","Colombini,S.","Reitz,M.S."
"4322","Gallo,R.C.","Reitz,M.S."
"4323","Tami,C.","Kaplan,G."
"4324","Tami,C.","Piccone,M.E."
"4325","Tami,C.","Palma,E.L."
"4326","Kaplan,G.","Piccone,M.E."
"4327","Kaplan,G.","Palma,E.L."
"4328","Piccone,M.E.","Palma,E.L."
"4329","de Miranda,J.R.","Munoz,M."
"4330","Lauzon,H.","Arif,B.M."
"4331","Lauzon,H.","Ladd,T."
"4332","Lauzon,H.","Palli,R."
"4333","Arif,B.M.","Ladd,T."
"4334","Arif,B.M.","Palli,R."
"4335","Ladd,T.","Palli,R."
"4336","Verma,N.K.","Huan,P.T."
"4337","McCoy,R.J.","Sheppard,M."
"4338","McCoy,R.J.","Johnson,M.A."
"4339","Sheppard,M.","Johnson,M.A."
"4340","Schmura,S.M.","Oberste,M.S."
"4341","Roye,M.R.","Wernecke,M.E."
"4342","Roye,M.R.","McLaughlin,W.A."
"4343","Roye,M.R.","Nakhla,M.K."
"4344","Roye,M.R.","Maxwell,D.P."
"4345","Wernecke,M.E.","McLaughlin,W.A."
"4346","Wernecke,M.E.","Nakhla,M.K."
"4347","Wernecke,M.E.","Maxwell,D.P."
"4348","McLaughlin,W.A.","Nakhla,M.K."
"4349","McLaughlin,W.A.","Maxwell,D.P."
"4350","Nakhla,M.K.","Maxwell,D.P."
"4351","Nagesha,H.S.","Holmes,I.H."
"4352","Hunt,J.C.","Golden,A.M."
"4353","Hunt,J.C.","Lund,J.K."
"4354","Hunt,J.C.","Gurtler,L.G."
"4355","Hunt,J.C.","Zekeng,L."
"4356","Hunt,J.C.","Obiang,J."
"4357","Hunt,J.C.","Kaptue,L."
"4358","Hunt,J.C.","Hampl,H."
"4359","Hunt,J.C.","Vallari,A."
"4360","Hunt,J.C.","Devare,S.G."
"4361","Golden,A.M.","Lund,J.K."
"4362","Golden,A.M.","Gurtler,L.G."
"4363","Golden,A.M.","Zekeng,L."
"4364","Golden,A.M.","Obiang,J."
"4365","Golden,A.M.","Kaptue,L."
"4366","Golden,A.M.","Hampl,H."
"4367","Golden,A.M.","Vallari,A."
"4368","Golden,A.M.","Devare,S.G."
"4369","Lund,J.K.","Gurtler,L.G."
"4370","Lund,J.K.","Zekeng,L."
