"","Auth1","Auth2"
"1290","Brown,A.E.","Cassol,S.A."
"1291","Voigt,R.F.","Frankel,S.S."
"1292","Voigt,R.F.","Birx,D.L."
"1293","Voigt,R.F.","Cassol,S.A."
"1294","Frankel,S.S.","Birx,D.L."
"1295","Frankel,S.S.","Cassol,S.A."
"1296","Birx,D.L.","Cassol,S.A."
"1297","Morimoto,K.","Patel,M."
"1298","Morimoto,K.","Corisdeo,S."
"1299","Morimoto,K.","Hooper,D.C."
"1300","Morimoto,K.","Fu,Z.F."
"1301","Morimoto,K.","Rupprecht,C.E."
"1302","Morimoto,K.","Koprowski,H."
"1303","Morimoto,K.","Dietzschold,B."
"1304","Patel,M.","Corisdeo,S."
"1305","Patel,M.","Hooper,D.C."
"1306","Patel,M.","Fu,Z.F."
"1307","Patel,M.","Rupprecht,C.E."
"1308","Patel,M.","Koprowski,H."
"1309","Patel,M.","Dietzschold,B."
"1310","Corisdeo,S.","Hooper,D.C."
"1311","Corisdeo,S.","Fu,Z.F."
"1312","Corisdeo,S.","Rupprecht,C.E."
"1313","Corisdeo,S.","Koprowski,H."
"1314","Corisdeo,S.","Dietzschold,B."
"1315","Hooper,D.C.","Fu,Z.F."
"1316","Hooper,D.C.","Rupprecht,C.E."
"1317","Hooper,D.C.","Koprowski,H."
"1318","Hooper,D.C.","Dietzschold,B."
"1319","Fu,Z.F.","Rupprecht,C.E."
"1320","Fu,Z.F.","Koprowski,H."
"1321","Fu,Z.F.","Dietzschold,B."
"1322","Rupprecht,C.E.","Koprowski,H."
"1323","Rupprecht,C.E.","Dietzschold,B."
"1324","Koprowski,H.","Dietzschold,B."
"1325","Lin,M.T.","Yang,Y.C."
"1326","Lin,M.T.","Chen,P.J."
"1327","Lin,M.T.","Tang,J.L."
"1328","Lin,M.T.","Tseng,L.H."
"1329","Lin,M.T.","Wang,C.W"
"1330","Lin,M.T.",",Chen,Y.C."
"1331","Yang,Y.C.","Chen,P.J."
"1332","Yang,Y.C.","Tang,J.L."
"1333","Yang,Y.C.","Tseng,L.H."
"1334","Yang,Y.C.","Wang,C.W"
"1335","Yang,Y.C.",",Chen,Y.C."
"1336","Chen,P.J.","Tang,J.L."
"1337","Chen,P.J.","Tseng,L.H."
"1338","Chen,P.J.","Wang,C.W"
"1339","Chen,P.J.",",Chen,Y.C."
"1340","Tang,J.L.","Tseng,L.H."
"1341","Tang,J.L.","Wang,C.W"
"1342","Tang,J.L.",",Chen,Y.C."
"1343","Tseng,L.H.","Wang,C.W"
"1344","Tseng,L.H.",",Chen,Y.C."
"1345","Wang,C.W",",Chen,Y.C."
"1346","Lin,M.T.","Yang,Y.C."
"1347","Lin,M.T.","Chen,P.J."
"1348","Lin,M.T.","Tang,J.L."
"1349","Lin,M.T.","Chuang,S.E."
"1350","Lin,M.T.","Tseng,L.H."
"1351","Lin,M.T.","Wu,Y.L."
"1352","Lin,M.T.","Chen,Y.C."
"1353","Yang,Y.C.","Chen,P.J."
"1354","Yang,Y.C.","Tang,J.L."
"1355","Yang,Y.C.","Chuang,S.E."
"1356","Yang,Y.C.","Tseng,L.H."
"1357","Yang,Y.C.","Wu,Y.L."
"1358","Yang,Y.C.","Chen,Y.C."
"1359","Chen,P.J.","Tang,J.L."
"1360","Chen,P.J.","Chuang,S.E."
"1361","Chen,P.J.","Tseng,L.H."
"1362","Chen,P.J.","Wu,Y.L."
"1363","Chen,P.J.","Chen,Y.C."
"1364","Tang,J.L.","Chuang,S.E."
"1365","Tang,J.L.","Tseng,L.H."
"1366","Tang,J.L.","Wu,Y.L."
"1367","Tang,J.L.","Chen,Y.C."
"1368","Chuang,S.E.","Tseng,L.H."
"1369","Chuang,S.E.","Wu,Y.L."
"1370","Chuang,S.E.","Chen,Y.C."
"1371","Tseng,L.H.","Wu,Y.L."
"1372","Tseng,L.H.","Chen,Y.C."
"1373","Wu,Y.L.","Chen,Y.C."
"1374","Michael,N.L.","Brown,A.E."
"1375","Michael,N.L.","Voigt,R.F."
"1376","Michael,N.L.","Frankel,S.S."
"1377","Michael,N.L.","Birx,D.L."
"1378","Michael,N.L.","Cassol,S.A."
"1379","Brown,A.E.","Voigt,R.F."
"1380","Brown,A.E.","Frankel,S.S."
"1381","Brown,A.E.","Birx,D.L."
"1382","Brown,A.E.","Cassol,S.A."
"1383","Voigt,R.F.","Frankel,S.S."
"1384","Voigt,R.F.","Birx,D.L."
"1385","Voigt,R.F.","Cassol,S.A."
"1386","Frankel,S.S.","Birx,D.L."
"1387","Frankel,S.S.","Cassol,S.A."
"1388","Birx,D.L.","Cassol,S.A."
"1389","Braaten,D.","Luban,J."
"1390","Zachar,V.","Mayer,V."
"1391","Zachar,V.","Zacharova,V."
"1392","Zachar,V.","Schmidtmayerova,H."
"1393","Zachar,V.","Kasanicka,J."
"1394","Zachar,V.","Mokras,M."
"1395","Zachar,V.","Liu,X."
"1396","Zachar,V.","Goustin,A.S."
"1397","Zachar,V.","Ebbesen,P."
"1398","Mayer,V.","Zacharova,V."
"1399","Mayer,V.","Schmidtmayerova,H."
"1400","Mayer,V.","Kasanicka,J."
"1401","Mayer,V.","Mokras,M."
"1402","Mayer,V.","Liu,X."
"1403","Mayer,V.","Goustin,A.S."
"1404","Mayer,V.","Ebbesen,P."
"1405","Zacharova,V.","Schmidtmayerova,H."
"1406","Zacharova,V.","Kasanicka,J."
"1407","Zacharova,V.","Mokras,M."
"1408","Zacharova,V.","Liu,X."
"1409","Zacharova,V.","Goustin,A.S."
"1410","Zacharova,V.","Ebbesen,P."
"1411","Schmidtmayerova,H.","Kasanicka,J."
"1412","Schmidtmayerova,H.","Mokras,M."
"1413","Schmidtmayerova,H.","Liu,X."
"1414","Schmidtmayerova,H.","Goustin,A.S."
"1415","Schmidtmayerova,H.","Ebbesen,P."
"1416","Kasanicka,J.","Mokras,M."
"1417","Kasanicka,J.","Liu,X."
"1418","Kasanicka,J.","Goustin,A.S."
"1419","Kasanicka,J.","Ebbesen,P."
"1420","Mokras,M.","Liu,X."
"1421","Mokras,M.","Goustin,A.S."
"1422","Mokras,M.","Ebbesen,P."
"1423","Liu,X.","Goustin,A.S."
"1424","Liu,X.","Ebbesen,P."
"1425","Goustin,A.S.","Ebbesen,P."
"1426","Estabrook,E.M.","Suyenaga,K."
"1427","Estabrook,E.M.","Tsai,J.H."
"1428","Estabrook,E.M.","Falk,B.W."
"1429","Suyenaga,K.","Tsai,J.H."
"1430","Suyenaga,K.","Falk,B.W."
"1431","Tsai,J.H.","Falk,B.W."
"1432","Attoui,H.","Abed,Y."
"1433","Attoui,H.","De Micco,P.H."
"1434","Attoui,H.","de Lamballerie,X."
"1435","Attoui,H.","Charrel,R.N."
"1436","Attoui,H.","Biagini,P."
"1437","Attoui,H.","Cantaloube,J.F."
"1438","Abed,Y.","De Micco,P.H."
"1439","Abed,Y.","de Lamballerie,X."
"1440","Abed,Y.","Charrel,R.N."
"1441","Abed,Y.","Biagini,P."
"1442","Abed,Y.","Cantaloube,J.F."
"1443","De Micco,P.H.","de Lamballerie,X."
"1444","De Micco,P.H.","Charrel,R.N."
"1445","De Micco,P.H.","Biagini,P."
"1446","De Micco,P.H.","Cantaloube,J.F."
"1447","de Lamballerie,X.","Charrel,R.N."
"1448","de Lamballerie,X.","Biagini,P."
"1449","de Lamballerie,X.","Cantaloube,J.F."
"1450","Charrel,R.N.","Biagini,P."
"1451","Charrel,R.N.","Cantaloube,J.F."
"1452","Biagini,P.","Cantaloube,J.F."
"1453","Farrell,H.E.","Rawlinson,W.D."
"1454","Farrell,H.E.","Barrell,B.G."
"1455","Rawlinson,W.D.","Barrell,B.G."
"1456","Gong,Y.","Trowbridge,R."
"1457","Gong,Y.","Macnaughton,T."
"1458","Gong,Y.","Westaway,E."
"1459","Gong,Y.","Shannon,A."
"1460","Gong,Y.","Gowans,E."
"1461","Trowbridge,R.","Macnaughton,T."
"1462","Trowbridge,R.","Westaway,E."
"1463","Trowbridge,R.","Shannon,A."
"1464","Trowbridge,R.","Gowans,E."
"1465","Macnaughton,T.","Westaway,E."
"1466","Macnaughton,T.","Shannon,A."
"1467","Macnaughton,T.","Gowans,E."
"1468","Westaway,E.","Shannon,A."
"1469","Westaway,E.","Gowans,E."
"1470","Shannon,A.","Gowans,E."
"1471","Aleman,M.E.","Fauquet,C."
"1472","Reis,J.K.P.","Ferraz,I.B.F."
"1473","Reis,J.K.P.","Leite,R.C."
"1474","Reis,J.K.P.","Kroon,E.G."
"1475","Reis,J.K.P.","Ferreira,P.C.P."
"1476","Ferraz,I.B.F.","Leite,R.C."
"1477","Ferraz,I.B.F.","Kroon,E.G."
"1478","Ferraz,I.B.F.","Ferreira,P.C.P."
"1479","Leite,R.C.","Kroon,E.G."
"1480","Leite,R.C.","Ferreira,P.C.P."
"1481","Kroon,E.G.","Ferreira,P.C.P."
"1482","Kang,W.","Crook,N.E."
"1483","Kang,W.","Winstanley,D."
"1484","Kang,W.","O'Reilly,D.R."
"1485","Crook,N.E.","Winstanley,D."
"1486","Crook,N.E.","O'Reilly,D.R."
"1487","Winstanley,D.","O'Reilly,D.R."
"1488","Crook,N.E.","James,J.D."
"1489","Crook,N.E.","Smith,I.R.L."
"1490","Crook,N.E.","Winstanley,D."
"1491","James,J.D.","Smith,I.R.L."
"1492","James,J.D.","Winstanley,D."
"1493","Smith,I.R.L.","Winstanley,D."
"1494","Milne,R.S.B.","Mathers,K.E."
"1495","Milne,R.S.B.","Booth,J.C."
"1496","Mathers,K.E.","Booth,J.C."
"1497","Sherwood,J.L.","Chenault,K.D."
"1498","Sherwood,J.L.","Hunger,R.M."
"1499","Chenault,K.D.","Hunger,R.M."
"1500","Barrie,K.A.","Perez,E.E."
"1501","Barrie,K.A.","Lamers,S.L."
"1502","Barrie,K.A.","Farmerie,W.G."
"1503","Barrie,K.A.","Dunn,B.M."
"1504","Barrie,K.A.","Sleasman,J.W."
"1505","Barrie,K.A.","Goodenow,M.M."
"1506","Perez,E.E.","Lamers,S.L."
"1507","Perez,E.E.","Farmerie,W.G."
"1508","Perez,E.E.","Dunn,B.M."
"1509","Perez,E.E.","Sleasman,J.W."
"1510","Perez,E.E.","Goodenow,M.M."
"1511","Lamers,S.L.","Farmerie,W.G."
"1512","Lamers,S.L.","Dunn,B.M."
"1513","Lamers,S.L.","Sleasman,J.W."
"1514","Lamers,S.L.","Goodenow,M.M."
"1515","Farmerie,W.G.","Dunn,B.M."
"1516","Farmerie,W.G.","Sleasman,J.W."
"1517","Farmerie,W.G.","Goodenow,M.M."
"1518","Dunn,B.M.","Sleasman,J.W."
"1519","Dunn,B.M.","Goodenow,M.M."
"1520","Sleasman,J.W.","Goodenow,M.M."
"1521","Novotny,M.J.","Spear,P.G."
"1522","Carpenter,M.A.","Roelke-Parker,M.E."
"1523","Carpenter,M.A.","Appel,M.J.E."
"1524","Carpenter,M.A.","Munson,L."
"1525","Carpenter,M.A.","O'Brien,S.J."
"1526","Roelke-Parker,M.E.","Appel,M.J.E."
"1527","Roelke-Parker,M.E.","Munson,L."
"1528","Roelke-Parker,M.E.","O'Brien,S.J."
"1529","Appel,M.J.E.","Munson,L."
"1530","Appel,M.J.E.","O'Brien,S.J."
"1531","Munson,L.","O'Brien,S.J."
"1532","Tachedjian,G.","Mellors,J."
"1533","Tachedjian,G.","Bazmi,H."
"1534","Tachedjian,G.","Birch,C."
"1535","Tachedjian,G.","Mills,J."
"1536","Mellors,J.","Bazmi,H."
"1537","Mellors,J.","Birch,C."
"1538","Mellors,J.","Mills,J."
"1539","Bazmi,H.","Birch,C."
"1540","Bazmi,H.","Mills,J."
"1541","Birch,C.","Mills,J."
"1542","Mummidi,S.","Brooks,M.A."
"1543","Mummidi,S.","Paul,P.S."
"1544","Mummidi,S.","Lyoo,Y.S."
"1545","Mummidi,S.","Zaberezhny,A.D."
"1546","Brooks,M.A.","Paul,P.S."
"1547","Brooks,M.A.","Lyoo,Y.S."
"1548","Brooks,M.A.","Zaberezhny,A.D."
"1549","Paul,P.S.","Lyoo,Y.S."
"1550","Paul,P.S.","Zaberezhny,A.D."
"1551","Lyoo,Y.S.","Zaberezhny,A.D."
"1552","Sherwood,J.L.","Chenault,K.D."
"1553","Sherwood,J.L.","Hunger,R.M."
"1554","Chenault,K.D.","Hunger,R.M."
"1555","Carr,J.K.","Salminen,M.O."
"1556","Carr,J.K.","Gotte,D.R."
"1557","Carr,J.K.","Artenstein,A.W."
"1558","Carr,J.K.","Hegerich,P.A."
"1559","Carr,J.K.","St."
"1560","Carr,J.K.","Louis,D."
"1561","Carr,J.K.","Burke,D.S."
"1562","Carr,J.K.","McCutchan,F.E."
"1563","Salminen,M.O.","Gotte,D.R."
"1564","Salminen,M.O.","Artenstein,A.W."
"1565","Salminen,M.O.","Hegerich,P.A."
"1566","Salminen,M.O.","St."
"1567","Salminen,M.O.","Louis,D."
"1568","Salminen,M.O.","Burke,D.S."
"1569","Salminen,M.O.","McCutchan,F.E."
"1570","Gotte,D.R.","Artenstein,A.W."
"1571","Gotte,D.R.","Hegerich,P.A."
"1572","Gotte,D.R.","St."
"1573","Gotte,D.R.","Louis,D."
"1574","Gotte,D.R.","Burke,D.S."
"1575","Gotte,D.R.","McCutchan,F.E."
"1576","Artenstein,A.W.","Hegerich,P.A."
"1577","Artenstein,A.W.","St."
"1578","Artenstein,A.W.","Louis,D."
"1579","Artenstein,A.W.","Burke,D.S."
"1580","Artenstein,A.W.","McCutchan,F.E."
"1581","Hegerich,P.A.","St."
"1582","Hegerich,P.A.","Louis,D."
"1583","Hegerich,P.A.","Burke,D.S."
"1584","Hegerich,P.A.","McCutchan,F.E."
"1585","St.","Louis,D."
"1586","St.","Burke,D.S."
"1587","St.","McCutchan,F.E."
"1588","Louis,D.","Burke,D.S."
"1589","Louis,D.","McCutchan,F.E."
"1590","Burke,D.S.","McCutchan,F.E."
"1591","Pisano,M.R.","Tolou,H."
"1592","Pisano,M.R.","Nicoli,J."
"1593","Tolou,H.","Nicoli,J."
"1594","Gould,A.R.","Kattenbelt,J.A."
"1595","Gould,A.R.","Lenghaus,C."
"1596","Gould,A.R.","Morrissy,C."
"1597","Gould,A.R.","Chamberlain,T."
"1598","Gould,A.R.","Collins,B.J."
"1599","Gould,A.R.","Westbury,H.A."
"1600","Kattenbelt,J.A.","Lenghaus,C."
"1601","Kattenbelt,J.A.","Morrissy,C."
"1602","Kattenbelt,J.A.","Chamberlain,T."
"1603","Kattenbelt,J.A.","Collins,B.J."
"1604","Kattenbelt,J.A.","Westbury,H.A."
"1605","Lenghaus,C.","Morrissy,C."
"1606","Lenghaus,C.","Chamberlain,T."
"1607","Lenghaus,C.","Collins,B.J."
"1608","Lenghaus,C.","Westbury,H.A."
"1609","Morrissy,C.","Chamberlain,T."
"1610","Morrissy,C.","Collins,B.J."
"1611","Morrissy,C.","Westbury,H.A."
"1612","Chamberlain,T.","Collins,B.J."
"1613","Chamberlain,T.","Westbury,H.A."
"1614","Collins,B.J.","Westbury,H.A."
"1615","Scholthof,K.-B.G.","Turina,M."
"1616","Lu,M.","Iatrou,K."
"1617","Vilcek,S.","Elvander,M."
"1618","Vilcek,S.","Uttenthal,A."
"1619","Vilcek,S.","Ballagi-Pordany,A."
"1620","Vilcek,S.","Belak,S."
"1621","Elvander,M.","Uttenthal,A."
"1622","Elvander,M.","Ballagi-Pordany,A."
"1623","Elvander,M.","Belak,S."
"1624","Uttenthal,A.","Ballagi-Pordany,A."
"1625","Uttenthal,A.","Belak,S."
"1626","Ballagi-Pordany,A.","Belak,S."
"1627","Asgari,S.","Schmidt,O."
"1628","Songsivilai,S.","Dharakul,T."
"1629","Songsivilai,S.","Kunkitti,R."
"1630","Dharakul,T.","Kunkitti,R."
"1631","Xu,L.","Hampton,R.O."
"1632","de Mattos,C.C.","de Mattos,C.A."
"1633","de Mattos,C.C.","MacLachlan,N.J."
"1634","de Mattos,C.C.","Giavedoni,L.D."
"1635","de Mattos,C.C.","Yilma,T."
"1636","de Mattos,C.C.","Osburn,B.I."
"1637","de Mattos,C.A.","MacLachlan,N.J."
"1638","de Mattos,C.A.","Giavedoni,L.D."
"1639","de Mattos,C.A.","Yilma,T."
"1640","de Mattos,C.A.","Osburn,B.I."
"1641","MacLachlan,N.J.","Giavedoni,L.D."
"1642","MacLachlan,N.J.","Yilma,T."
"1643","MacLachlan,N.J.","Osburn,B.I."
"1644","Giavedoni,L.D.","Yilma,T."
"1645","Giavedoni,L.D.","Osburn,B.I."
"1646","Yilma,T.","Osburn,B.I."
"1647","Sherefa,K.","Johansson,B."
"1648","Sherefa,K.","Sonnerborg,A."
"1649","Johansson,B.","Sonnerborg,A."
"1650","Fultz,P.N.","Wei,Q."
"1651","Milne,R.S.B.","Mathers,K.E."
"1652","Milne,R.S.B.","Booth,J.C."
"1653","Mathers,K.E.","Booth,J.C."
"1654","Barr,M.C.","Zou,L."
"1655","Barr,M.C.","Hoose,W."
"1656","Barr,M.C.","Avery,R."
"1657","Zou,L.","Hoose,W."
"1658","Zou,L.","Avery,R."
"1659","Hoose,W.","Avery,R."
"1660","Gould,A.R.","Parkes,H."
"1661","Rivera-Bustamante,R.F.","Torres-Pacheco,I."
"1662","Rivera-Bustamante,R.F.","Garzon-Tiznado,J.A."
"1663","Torres-Pacheco,I.","Garzon-Tiznado,J.A."
"1664","Brown,J.K.","Torres-Pacheco,I."
"1665","Brown,J.K.","Rivera-Bustamante,R.F."
"1666","Torres-Pacheco,I.","Rivera-Bustamante,R.F."
"1667","Chebloune,Y.","Karr,B.M."
"1668","Chebloune,Y.","Scheffer,D.M."
"1669","Chebloune,Y.","Leung,K.K."
"1670","Chebloune,Y.","Narayan,O."
"1671","Karr,B.M.","Scheffer,D.M."
"1672","Karr,B.M.","Leung,K.K."
"1673","Karr,B.M.","Narayan,O."
"1674","Scheffer,D.M.","Leung,K.K."
"1675","Scheffer,D.M.","Narayan,O."
"1676","Leung,K.K.","Narayan,O."
"1677","Choi,Y.-G.","Randles,J.W."
"1678","Takehisa,J.","Zekeng,L."
"1679","Takehisa,J.","Miura,T."
"1680","Takehisa,J.","Ido,E."
"1681","Takehisa,J.","Yamashita,M."
"1682","Takehisa,J.","Mboudjeka,I."
"1683","Takehisa,J.","Gurtler,L.G."
"1684","Takehisa,J.","Hayami,M."
"1685","Takehisa,J.","Kaptue,L."
"1686","Zekeng,L.","Miura,T."
"1687","Zekeng,L.","Ido,E."
"1688","Zekeng,L.","Yamashita,M."
"1689","Zekeng,L.","Mboudjeka,I."
"1690","Zekeng,L.","Gurtler,L.G."
"1691","Zekeng,L.","Hayami,M."
"1692","Zekeng,L.","Kaptue,L."
"1693","Miura,T.","Ido,E."
"1694","Miura,T.","Yamashita,M."
"1695","Miura,T.","Mboudjeka,I."
"1696","Miura,T.","Gurtler,L.G."
"1697","Miura,T.","Hayami,M."
"1698","Miura,T.","Kaptue,L."
"1699","Ido,E.","Yamashita,M."
"1700","Ido,E.","Mboudjeka,I."
"1701","Ido,E.","Gurtler,L.G."
"1702","Ido,E.","Hayami,M."
"1703","Ido,E.","Kaptue,L."
"1704","Yamashita,M.","Mboudjeka,I."
"1705","Yamashita,M.","Gurtler,L.G."
"1706","Yamashita,M.","Hayami,M."
"1707","Yamashita,M.","Kaptue,L."
"1708","Mboudjeka,I.","Gurtler,L.G."
"1709","Mboudjeka,I.","Hayami,M."
"1710","Mboudjeka,I.","Kaptue,L."
"1711","Gurtler,L.G.","Hayami,M."
"1712","Gurtler,L.G.","Kaptue,L."
"1713","Hayami,M.","Kaptue,L."
"1714","Habili,N.","Fazeli,C.F."
"1715","Habili,N.","Rezaian,M.A."
"1716","Fazeli,C.F.","Rezaian,M.A."
"1717","Bode,L.","Duerrwald,R."
"1718","Bode,L.","Ludwig,H."
"1719","Bode,L.","de la Torre,J.C."
"1720","Duerrwald,R.","Ludwig,H."
"1721","Duerrwald,R.","de la Torre,J.C."
"1722","Ludwig,H.","de la Torre,J.C."
"1723","Badge,J.L.","Foster,G.D."
"1724","Palombo,E.A.","Kirkwood,C.D."
"1725","Ong,C.-K.","Nee,S."
"1726","Ong,C.-K.","Rambaut,A."
"1727","Ong,C.-K.","Bernard,H.-U."
"1728","Ong,C.-K.","Harvey,P.H."
"1729","Nee,S.","Rambaut,A."
"1730","Nee,S.","Bernard,H.-U."
"1731","Nee,S.","Harvey,P.H."
"1732","Rambaut,A.","Bernard,H.-U."
"1733","Rambaut,A.","Harvey,P.H."
"1734","Bernard,H.-U.","Harvey,P.H."
"1735","Kravitz,R.H.","Luciw,P.A."
"1736","Kravitz,R.H.","Barry,P.A."
"1737","Luciw,P.A.","Barry,P.A."
"1738","Zientara,S.","Sailleau,C."
"1739","Zientara,S.","Moulay,S."
"1740","Sailleau,C.","Moulay,S."
"1741","Attoui,H.","Abed,Y."
"1742","Attoui,H.","De Micco,P.H."
"1743","Attoui,H.","Charrel,R.N."
"1744","Attoui,H.","Cantaloube,J.F."
"1745","Attoui,H.","Biagini,P.H."
"1746","Attoui,H.","De Lamballerie,X."
"1747","Abed,Y.","De Micco,P.H."
"1748","Abed,Y.","Charrel,R.N."
"1749","Abed,Y.","Cantaloube,J.F."
"1750","Abed,Y.","Biagini,P.H."
"1751","Abed,Y.","De Lamballerie,X."
"1752","De Micco,P.H.","Charrel,R.N."
"1753","De Micco,P.H.","Cantaloube,J.F."
"1754","De Micco,P.H.","Biagini,P.H."
"1755","De Micco,P.H.","De Lamballerie,X."
"1756","Charrel,R.N.","Cantaloube,J.F."
"1757","Charrel,R.N.","Biagini,P.H."
"1758","Charrel,R.N.","De Lamballerie,X."
"1759","Cantaloube,J.F.","Biagini,P.H."
"1760","Cantaloube,J.F.","De Lamballerie,X."
"1761","Biagini,P.H.","De Lamballerie,X."
"1762","Erlandson,M.","Li,S."
"1763","Erlandson,M.","Gillott,C."
"1764","Erlandson,M.","Moody,D."
"1765","Li,S.","Gillott,C."
"1766","Li,S.","Moody,D."
"1767","Gillott,C.","Moody,D."
"1768","Nassuth,A.","Perera,S.C."
"1769","Cotmore,S.F.","Tattersall,P."
"1770","Miya,T.G.","Hussey,C.E."
"1771","Miya,T.G.","Ashwood,E.R."
"1772","Miya,T.G.","Hillyard,D."
"1773","Miya,T.G.","Wittwer,C.T."
"1774","Hussey,C.E.","Ashwood,E.R."
"1775","Hussey,C.E.","Hillyard,D."
"1776","Hussey,C.E.","Wittwer,C.T."
"1777","Ashwood,E.R.","Hillyard,D."
"1778","Ashwood,E.R.","Wittwer,C.T."
"1779","Hillyard,D.","Wittwer,C.T."
"1780","Kochko de","A."
"1781","Kochko de","Verdaguer,B."
"1782","Kochko de","Beachy,R.N."
"1783","Kochko de","Fauquet,C."
"1784","A.","Verdaguer,B."
"1785","A.","Beachy,R.N."
"1786","A.","Fauquet,C."
"1787","Verdaguer,B.","Beachy,R.N."
"1788","Verdaguer,B.","Fauquet,C."
"1789","Beachy,R.N.","Fauquet,C."
"1790","Shippy,R.","Siwkowski,A."
"1791","Shippy,R.","Hampel,A."
"1792","Siwkowski,A.","Hampel,A."
"1793","Carr,J.K.","de Souza,M."
"1794","Carr,J.K.","Song,M.-S."
"1795","Carr,J.K.","Sanders-Buell,E."
"1796","Carr,J.K.","Shin,Y.-O."
"1797","Carr,J.K.","Artenstein,A.W."
"1798","Carr,J.K.","Lee,H.-R."
"1799","Carr,J.K.","McCutchan,F.E."
"1800","Carr,J.K.","Brown,A.E."
"1801","de Souza,M.","Song,M.-S."
"1802","de Souza,M.","Sanders-Buell,E."
"1803","de Souza,M.","Shin,Y.-O."
"1804","de Souza,M.","Artenstein,A.W."
"1805","de Souza,M.","Lee,H.-R."
"1806","de Souza,M.","McCutchan,F.E."
"1807","de Souza,M.","Brown,A.E."
"1808","Song,M.-S.","Sanders-Buell,E."
"1809","Song,M.-S.","Shin,Y.-O."
"1810","Song,M.-S.","Artenstein,A.W."
"1811","Song,M.-S.","Lee,H.-R."
"1812","Song,M.-S.","McCutchan,F.E."
"1813","Song,M.-S.","Brown,A.E."
"1814","Sanders-Buell,E.","Shin,Y.-O."
"1815","Sanders-Buell,E.","Artenstein,A.W."
"1816","Sanders-Buell,E.","Lee,H.-R."
"1817","Sanders-Buell,E.","McCutchan,F.E."
"1818","Sanders-Buell,E.","Brown,A.E."
"1819","Shin,Y.-O.","Artenstein,A.W."
"1820","Shin,Y.-O.","Lee,H.-R."
"1821","Shin,Y.-O.","McCutchan,F.E."
"1822","Shin,Y.-O.","Brown,A.E."
"1823","Artenstein,A.W.","Lee,H.-R."
"1824","Artenstein,A.W.","McCutchan,F.E."
"1825","Artenstein,A.W.","Brown,A.E."
"1826","Lee,H.-R.","McCutchan,F.E."
"1827","Lee,H.-R.","Brown,A.E."
"1828","McCutchan,F.E.","Brown,A.E."
"1829","Parent,I.","Qin,Y."
"1830","Parent,I.","Vandenbroucke,A.-T."
"1831","Parent,I.","Delferriere,N."
"1832","Parent,I.","Godfroid,E"
"1833","Parent,I.",",Burtonboy,G."
"1834","Qin,Y.","Vandenbroucke,A.-T."
"1835","Qin,Y.","Delferriere,N."
"1836","Qin,Y.","Godfroid,E"
"1837","Qin,Y.",",Burtonboy,G."
"1838","Vandenbroucke,A.-T.","Delferriere,N."
"1839","Vandenbroucke,A.-T.","Godfroid,E"
"1840","Vandenbroucke,A.-T.",",Burtonboy,G."
"1841","Delferriere,N.","Godfroid,E"
"1842","Delferriere,N.",",Burtonboy,G."
"1843","Godfroid,E",",Burtonboy,G."
"1844","Collmer,C.W.","Marston,M.F."
"1845","Collmer,C.W.","Albert,S.M."
"1846","Collmer,C.W.","Bajaj,S."
"1847","Collmer,C.W.","Maville,H.A."
"1848","Collmer,C.W.","Ruuska,S.E."
"1849","Collmer,C.W.","Vesely,E.J."
"1850","Collmer,C.W.","Kyle,M.M."
"1851","Marston,M.F.","Albert,S.M."
"1852","Marston,M.F.","Bajaj,S."
"1853","Marston,M.F.","Maville,H.A."
"1854","Marston,M.F.","Ruuska,S.E."
"1855","Marston,M.F.","Vesely,E.J."
"1856","Marston,M.F.","Kyle,M.M."
"1857","Albert,S.M.","Bajaj,S."
"1858","Albert,S.M.","Maville,H.A."
"1859","Albert,S.M.","Ruuska,S.E."
"1860","Albert,S.M.","Vesely,E.J."
"1861","Albert,S.M.","Kyle,M.M."
"1862","Bajaj,S.","Maville,H.A."
"1863","Bajaj,S.","Ruuska,S.E."
"1864","Bajaj,S.","Vesely,E.J."
"1865","Bajaj,S.","Kyle,M.M."
"1866","Maville,H.A.","Ruuska,S.E."
"1867","Maville,H.A.","Vesely,E.J."
"1868","Maville,H.A.","Kyle,M.M."
"1869","Ruuska,S.E.","Vesely,E.J."
"1870","Ruuska,S.E.","Kyle,M.M."
"1871","Vesely,E.J.","Kyle,M.M."
"1872","Hall,J.S.","Jensen,S.G."
"1873","Hall,J.S.","French,R.C."
"1874","Jensen,S.G.","French,R.C."
"1875","Zientara,S.","Sailleau,C."
"1876","Zientara,S.","Moulay,S."
"1877","Sailleau,C.","Moulay,S."
"1878","Senkevich,T.G.","Bugert,J.J."
"1879","Senkevich,T.G.","Sisler,J.R."
"1880","Senkevich,T.G.","Koonin,E.V."
"1881","Senkevich,T.G.","Darai,G."
"1882","Senkevich,T.G.","Moss,B."
"1883","Bugert,J.J.","Sisler,J.R."
"1884","Bugert,J.J.","Koonin,E.V."
"1885","Bugert,J.J.","Darai,G."
"1886","Bugert,J.J.","Moss,B."
"1887","Sisler,J.R.","Koonin,E.V."
"1888","Sisler,J.R.","Darai,G."
"1889","Sisler,J.R.","Moss,B."
"1890","Koonin,E.V.","Darai,G."
"1891","Koonin,E.V.","Moss,B."
"1892","Darai,G.","Moss,B."
"1893","Weaver,S.C.","Kang,W."
"1894","Heine,H.G.","Foord,A.J."
